"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.608344400E-2,-5.982056609E-4,9.586544991E0,-3.972085714E-1,9.594770443E0
2.852875700E-2,6.580262445E-3,9.586544991E0,-4.187439680E-1,9.595688337E0
3.097318400E-2,6.580262445E-3,9.591330528E0,-4.067798555E-1,9.599954919E0
3.341688200E-2,-2.991028363E-3,9.562616348E0,-4.187439680E-1,9.571780758E0
3.586146500E-2,1.136590727E-2,9.588937759E0,-4.139583111E-1,9.597875704E0
3.830672600E-2,-5.982056609E-4,9.557830811E0,-3.924229145E-1,9.565883436E0
4.075120500E-2,8.973085321E-3,9.584152222E0,-4.163511395E-1,9.593195640E0
4.319490300E-2,-5.982056609E-4,9.588937759E0,-4.091726840E-1,9.597663778E0
4.563938200E-2,4.187439568E-3,9.586544991E0,-4.187439680E-1,9.595686995E0
4.808474600E-2,-5.982056609E-4,9.574581146E0,-4.259224236E-1,9.584050000E0
5.052917300E-2,-7.776673418E-3,9.574581146E0,-4.139583111E-1,9.583528895E0
5.297292300E-2,-5.982056609E-4,9.565009117E0,-4.115654826E-1,9.573859510E0
5.541740300E-2,2.093719877E-2,9.569794655E0,-3.948157430E-1,9.577958424E0
5.786276700E-2,1.136590727E-2,9.600901604E0,-4.259224236E-1,9.610351227E0
6.030719400E-2,3.290131316E-2,9.572187424E0,-4.019941986E-1,9.580681286E0
6.275089200E-2,1.854437590E-2,9.569794655E0,-4.091726840E-1,9.578556045E0
6.519547600E-2,1.794616925E-3,9.584152222E0,-3.996013701E-1,9.592479256E0
6.764073600E-2,2.093719877E-2,9.567401886E0,-4.091726840E-1,9.576170398E0
7.008521500E-2,1.375873014E-2,9.584152222E0,-4.067798555E-1,9.592790676E0
7.252891300E-2,4.187439568E-3,9.579366684E0,-4.163511395E-1,9.588411332E0
7.497349600E-2,-5.982056609E-4,9.593723297E0,-4.115654826E-1,9.602547225E0
7.741875700E-2,6.580262445E-3,9.569794655E0,-3.900300860E-1,9.577741723E0
7.986323600E-2,2.093719877E-2,9.593723297E0,-4.019941986E-1,9.602164569E0
8.230693400E-2,1.375873014E-2,9.576973915E0,-4.211367965E-1,9.586238828E0
8.475141300E-2,2.093719877E-2,9.584152222E0,-3.900300860E-1,9.592107987E0
8.719677800E-2,1.794616925E-3,9.567401886E0,-4.019941986E-1,9.575843639E0
8.964120500E-2,1.375873014E-2,9.581759453E0,-4.115654826E-1,9.590604239E0
9.208495500E-2,1.615155302E-2,9.574581146E0,-4.163511395E-1,9.583643006E0
9.452943400E-2,1.854437590E-2,9.586544991E0,-4.211367965E-1,9.595808718E0
9.697479800E-2,-2.991028363E-3,9.591330528E0,-3.972085714E-1,9.599552328E0
9.941922600E-2,-5.982056609E-4,9.569794655E0,-4.067798555E-1,9.578436195E0
1.018629230E-1,-5.982056609E-4,9.576973915E0,-4.067798555E-1,9.585608983E0
1.043075070E-1,2.093719877E-2,9.596116066E0,-3.996013701E-1,9.604455381E0
1.067528190E-1,8.973085321E-3,9.586544991E0,-4.091726840E-1,9.595277362E0
1.091972460E-1,-2.991028363E-3,9.588937759E0,-4.163511395E-1,9.597972941E0
1.116409440E-1,1.794616925E-3,9.576973915E0,-4.067798555E-1,9.585609133E0
1.140854230E-1,1.854437590E-2,9.579366684E0,-3.996013701E-1,9.587715641E0
1.165307880E-1,8.973085321E-3,9.588937759E0,-3.996013701E-1,9.597264669E0
1.189752670E-1,1.375873014E-2,9.572187424E0,-4.187439680E-1,9.581352091E0
1.214189650E-1,-7.776673418E-3,9.576973915E0,-4.043870270E-1,9.585510874E0
1.238634440E-1,1.794616925E-3,9.569794655E0,-4.043870270E-1,9.578335024E0
1.263088090E-1,1.854437590E-2,9.579366684E0,-4.307080805E-1,9.589062489E0
1.287532360E-1,-5.383851007E-3,9.576973915E0,-4.259224236E-1,9.586441898E0
1.311969860E-1,-5.982056609E-4,9.576973915E0,-3.972085714E-1,9.585207581E0
1.336414650E-1,-7.776673418E-3,9.576973915E0,-4.067798555E-1,9.585612119E0
1.360868300E-1,-1.734796353E-2,9.591330528E0,-4.091726840E-1,9.600070028E0
1.385312570E-1,8.973085321E-3,9.591330528E0,-4.091726840E-1,9.600058547E0
1.409749550E-1,-1.016949583E-2,9.562616348E0,-3.924229145E-1,9.570670331E0
1.434195380E-1,1.375873014E-2,9.574581146E0,-4.187439680E-1,9.583743524E0
1.458647980E-1,1.136590727E-2,9.576973915E0,-4.378865361E-1,9.586986136E0
1.483092780E-1,1.615155302E-2,9.579366684E0,-4.187439680E-1,9.588528221E0
1.507529760E-1,-7.776673418E-3,9.574581146E0,-4.235295951E-1,9.583947095E0
1.531975590E-1,1.375873014E-2,9.593723297E0,-4.163511395E-1,9.602763367E0
1.556428190E-1,6.580262445E-3,9.574581146E0,-4.211367965E-1,9.583840756E0
1.580872980E-1,2.333002165E-2,9.581759453E0,-4.043870270E-1,9.590317376E0
1.605309960E-1,1.136590727E-2,9.584152222E0,-3.972085714E-1,9.592386441E0
1.629754760E-1,1.136590727E-2,9.560223579E0,-4.091726840E-1,9.568982514E0
1.654208400E-1,2.093719877E-2,9.576973915E0,-4.187439680E-1,9.586146997E0
1.678652670E-1,8.973085321E-3,9.572187424E0,-4.235295951E-1,9.581556758E0
1.703090170E-1,-5.982056609E-4,9.569794655E0,-3.900300860E-1,9.577739481E0
1.727534960E-1,6.580262445E-3,9.584152222E0,-4.043870270E-1,9.592681897E0
1.751988610E-1,6.580262445E-3,9.584152222E0,-4.091726840E-1,9.592884832E0
1.776432880E-1,1.794616925E-3,9.572187424E0,-4.115654826E-1,9.581031335E0
1.800869860E-1,-7.776673418E-3,9.579366684E0,-4.091726840E-1,9.588104548E0
1.825315690E-1,-1.016949583E-2,9.550652504E0,-4.091726840E-1,9.559418861E0
1.849768300E-1,2.333002165E-2,9.567401886E0,-3.852444589E-1,9.575183363E0
1.874213090E-1,1.136590727E-2,9.579366684E0,-4.019941986E-1,9.587804472E0
1.898650070E-1,1.375873014E-2,9.579366684E0,-3.876372576E-1,9.587216385E0
1.923094860E-1,1.136590727E-2,9.586544991E0,-4.067798555E-1,9.595178158E0
1.947548510E-1,1.375873014E-2,9.586544991E0,-4.259224236E-1,9.596011884E0
1.971993300E-1,-5.982056609E-4,9.572187424E0,-3.996013701E-1,9.580524708E0
1.996430280E-1,1.136590727E-2,9.574581146E0,-4.235295951E-1,9.583950680E0
2.020875070E-1,1.136590727E-2,9.572187424E0,-4.091726840E-1,9.580935421E0
2.045328710E-1,1.615155302E-2,9.581759453E0,-4.067798555E-1,9.590403794E0
2.069772980E-1,1.615155302E-2,9.574581146E0,-4.091726840E-1,9.583333829E0
2.094210480E-1,1.854437590E-2,9.584152222E0,-4.067798555E-1,9.592798734E0
2.118655280E-1,2.093719877E-2,9.576973915E0,-4.019941986E-1,9.585429937E0
2.143108920E-1,8.973085321E-3,9.572187424E0,-4.091726840E-1,9.580932881E0
2.167553190E-1,6.580262445E-3,9.555438042E0,-3.924229145E-1,9.563494927E0
2.191990170E-1,6.580262445E-3,9.555438042E0,-4.019941986E-1,9.563892450E0
2.216436010E-1,4.187439568E-3,9.557830811E0,-4.115654826E-1,9.566688742E0
2.240888610E-1,-1.256231871E-2,9.581759453E0,-4.163511395E-1,9.590809157E0
2.265333400E-1,1.375873014E-2,9.576973915E0,-4.091726840E-1,9.585720680E0
2.289770380E-1,4.187439568E-3,9.560223579E0,-4.211367965E-1,9.569495735E0
2.314216210E-1,4.187439568E-3,9.574581146E0,-4.091726840E-1,9.583321133E0
2.338668820E-1,1.615155302E-2,9.581759453E0,-4.067798555E-1,9.590403794E0
2.363113610E-1,2.333002165E-2,9.576973915E0,-3.924229145E-1,9.585038832E0
2.387550590E-1,4.187439568E-3,9.569794655E0,-4.067798555E-1,9.578437092E0
2.411995380E-1,2.811566554E-2,9.584152222E0,-4.067798555E-1,9.592822012E0
2.436449030E-1,-5.982056609E-4,9.584152222E0,-3.972085714E-1,9.592379726E0
2.460893300E-1,-5.982056609E-4,9.574581146E0,-4.067798555E-1,9.583218370E0
2.485330800E-1,-7.776673418E-3,9.576973915E0,-4.139583111E-1,9.585919431E0
2.509775590E-1,1.794616925E-3,9.567401886E0,-4.235295951E-1,9.576771867E0
2.534229230E-1,1.854437590E-2,9.567401886E0,-4.043870270E-1,9.575962177E0
2.558673510E-1,1.375873014E-2,9.579366684E0,-3.972085714E-1,9.587608149E0
2.583110480E-1,-5.982056609E-4,9.569794655E0,-4.163511395E-1,9.578847445E0
2.607556320E-1,2.333002165E-2,9.596116066E0,-4.163511395E-1,9.605172362E0
2.632009440E-1,-2.991028363E-3,9.586544991E0,-3.972085714E-1,9.594770891E0
2.656453710E-1,1.136590727E-2,9.581759453E0,-4.163511395E-1,9.590807665E0
2.680890690E-1,-2.991028363E-3,9.584152222E0,-4.091726840E-1,9.592883041E0
2.705336530E-1,1.136590727E-2,9.579366684E0,-3.924229145E-1,9.587407939E0
2.729789130E-1,6.580262445E-3,9.588937759E0,-4.163511395E-1,9.597974730E0
2.754233920E-1,1.794616925E-3,9.574581146E0,-4.283152521E-1,9.584156786E0
2.778670900E-1,-1.256231871E-2,9.591330528E0,-4.091726840E-1,9.600062573E0
2.803115690E-1,4.187439568E-3,9.588937759E0,-4.163511395E-1,9.597973388E0
2.827569340E-1,-5.982056609E-4,9.591330528E0,-4.163511395E-1,9.600363010E0
2.852014130E-1,1.854437590E-2,9.567401886E0,-3.924229145E-1,9.575464401E0
2.876451110E-1,1.375873014E-2,9.586544991E0,-3.828516304E-1,9.594196659E0
2.900895900E-1,-1.734796353E-2,9.569794655E0,-4.091726840E-1,9.578553804E0
2.925349550E-1,1.615155302E-2,9.567401886E0,-4.139583111E-1,9.576366806E0
2.949793820E-1,3.050848842E-2,9.579366684E0,-4.115654826E-1,9.588252342E0
2.974230800E-1,1.794616925E-3,9.567401886E0,-3.996013701E-1,9.575743487E0
2.998676630E-1,1.794616925E-3,9.576973915E0,-4.163511395E-1,9.586020074E0
3.023129760E-1,1.854437590E-2,9.574581146E0,-4.211367965E-1,9.583856438E0
3.047574030E-1,1.136590727E-2,9.588937759E0,-4.187439680E-1,9.598083301E0
3.072011010E-1,1.854437590E-2,9.584152222E0,-3.948157430E-1,9.592298847E0
3.096456840E-1,-5.383851007E-3,9.581759453E0,-4.019941986E-1,9.590189911E0
3.120909440E-1,1.136590727E-2,9.574581146E0,-4.283152521E-1,9.584163358E0
3.145354230E-1,-2.991028363E-3,9.572187424E0,-3.996013701E-1,9.580525157E0
3.169791210E-1,8.973085321E-3,9.562616348E0,-4.067798555E-1,9.571268557E0
3.194236010E-1,2.333002165E-2,9.574581146E0,-4.307080805E-1,9.584292247E0
3.218689650E-1,1.854437590E-2,9.574581146E0,-3.972085714E-1,9.582834793E0
3.243134440E-1,1.375873014E-2,9.574581146E0,-4.019941986E-1,9.583026284E0
3.267571420E-1,6.580262445E-3,9.584152222E0,-4.235295951E-1,9.593507931E0
3.292016210E-1,8.973085321E-3,9.562616348E0,-4.091726840E-1,9.571370551E0
3.316469860E-1,1.854437590E-2,9.581759453E0,-4.067798555E-1,9.590408123E0
3.340914130E-1,1.375873014E-2,9.588937759E0,-4.019941986E-1,9.597370264E0
3.365351110E-1,1.854437590E-2,9.572187424E0,-4.019941986E-1,9.580642740E0
3.389796940E-1,4.187439568E-3,9.567401886E0,-4.067798555E-1,9.576046482E0
3.414250070E-1,4.187439568E-3,9.550652504E0,-4.115654826E-1,9.559517087E0
3.438694340E-1,4.187439568E-3,9.581759453E0,-4.115654826E-1,9.590595284E0
3.463131320E-1,8.973085321E-3,9.581759453E0,-4.139583111E-1,9.590701549E0
3.487577150E-1,1.136590727E-2,9.565009117E0,-4.163511395E-1,9.574073160E0
3.512029760E-1,1.794616925E-3,9.572187424E0,-4.067798555E-1,9.580826955E0
3.536474550E-1,2.811566554E-2,9.574581146E0,-4.091726840E-1,9.583361462E0
3.560911530E-1,2.811566554E-2,9.572187424E0,-3.900300860E-1,9.580171503E0
3.585356320E-1,1.375873014E-2,9.596116066E0,-4.043870270E-1,9.604642717E0
3.609809960E-1,2.572284266E-2,9.576973915E0,-4.163511395E-1,9.586054418E0
3.634255800E-1,4.187439568E-3,9.565009117E0,-3.996013701E-1,9.573353550E0
3.658691730E-1,-7.776673418E-3,9.584152222E0,-4.019941986E-1,9.592582219E0
3.683136530E-1,1.794616925E-3,9.591330528E0,-4.043870270E-1,9.599851738E0
3.707590170E-1,-2.991028363E-3,9.560223579E0,-4.067798555E-1,9.568874212E0
3.732034440E-1,-2.991028363E-3,9.565009117E0,-4.187439680E-1,9.574171237E0
3.756471420E-1,-7.776673418E-3,9.569794655E0,-3.972085714E-1,9.578037631E0
3.780917260E-1,6.580262445E-3,9.579366684E0,-3.900300860E-1,9.587305817E0
3.805370380E-1,1.794616925E-3,9.588937759E0,-4.187439680E-1,9.598076739E0
3.829814650E-1,-5.383851007E-3,9.586544991E0,-4.211367965E-1,9.595792309E0
3.854251630E-1,8.973085321E-3,9.576973915E0,-4.163511395E-1,9.586024106E0
