"event","experiment time","system time","system time text"
"START",0.000000000E0,1734597568.080,"2024-12-19 10:39:28.080 UTC+02:00"
"PAUSE",7.467820935E0,1734597575.547,"2024-12-19 10:39:35.547 UTC+02:00"
