"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.797251458E0,1.221694518E-3,1.527118147E-4,7.635590737E-5
5.799677448E0,-6.108472589E-4,7.635590737E-4,6.872031372E-4
5.802103437E0,6.108472589E-4,-4.581354442E-4,7.635590737E-5
5.804529427E0,1.221694518E-3,-4.581354442E-4,6.872031372E-4
5.806955417E0,0.000000000E0,1.374406274E-3,7.635590737E-5
5.809381406E0,6.108472589E-4,7.635590737E-4,7.635590737E-5
5.811807344E0,-6.108472589E-4,2.596100792E-3,-1.756185899E-3
5.814233333E0,0.000000000E0,-1.679830020E-3,7.635590737E-5
5.816659323E0,6.108472589E-4,-1.068982761E-3,7.635590737E-5
5.819085260E0,6.108472589E-4,1.527118147E-4,-5.344913807E-4
5.821511250E0,0.000000000E0,-4.581354442E-4,7.635590737E-5
5.823937239E0,-6.108472589E-4,-4.581354442E-4,6.872031372E-4
5.826363229E0,0.000000000E0,1.527118147E-4,-5.344913807E-4
5.828789219E0,-1.221694518E-3,-4.581354442E-4,-5.344913807E-4
5.831215208E0,0.000000000E0,7.635590737E-4,-1.145338640E-3
5.833641146E0,1.221694518E-3,1.527118147E-4,7.635590737E-5
5.836067135E0,0.000000000E0,-1.068982761E-3,1.298050396E-3
5.838493125E0,6.108472589E-4,-2.901524538E-3,-5.344913807E-4
5.840919114E0,0.000000000E0,-1.068982761E-3,-1.145338640E-3
5.843345052E0,6.108472589E-4,1.374406274E-3,7.635590737E-5
5.845771042E0,-6.108472589E-4,1.374406274E-3,7.635590737E-5
5.848197031E0,-6.108472589E-4,7.635590737E-4,7.635590737E-5
5.850623021E0,6.108472589E-4,-4.581354442E-4,-5.344913807E-4
5.853049010E0,0.000000000E0,1.374406274E-3,7.635590737E-5
5.855474948E0,0.000000000E0,-4.581354442E-4,7.635590737E-5
5.857900937E0,-6.108472589E-4,-4.581354442E-4,7.635590737E-5
5.860326927E0,6.108472589E-4,-1.068982761E-3,6.872031372E-4
5.862752917E0,6.108472589E-4,-1.068982761E-3,6.872031372E-4
5.865178906E0,0.000000000E0,-4.581354442E-4,-5.344913807E-4
5.867604844E0,6.108472589E-4,7.635590737E-4,7.635590737E-5
5.870030833E0,0.000000000E0,-1.679830020E-3,-5.344913807E-4
5.872456823E0,-6.108472589E-4,1.527118147E-4,6.872031372E-4
5.874882812E0,0.000000000E0,7.635590737E-4,1.298050396E-3
5.877308802E0,6.108472589E-4,-4.581354442E-4,-5.344913807E-4
5.879734739E0,0.000000000E0,1.527118147E-4,7.635590737E-5
5.882160729E0,-6.108472589E-4,7.635590737E-4,6.872031372E-4
5.884586719E0,0.000000000E0,-1.068982761E-3,6.872031372E-4
5.887012708E0,0.000000000E0,7.635590737E-4,-5.344913807E-4
5.889438646E0,6.108472589E-4,1.374406274E-3,7.635590737E-5
5.891864635E0,0.000000000E0,1.527118147E-4,1.298050396E-3
5.894290625E0,6.108472589E-4,-4.581354442E-4,1.908897655E-3
5.896716614E0,-6.108472589E-4,-4.581354442E-4,6.872031372E-4
5.899142604E0,0.000000000E0,-4.581354442E-4,7.635590737E-5
5.901568542E0,0.000000000E0,-1.068982761E-3,7.635590737E-5
5.903994531E0,1.221694518E-3,1.527118147E-4,7.635590737E-5
5.906420521E0,0.000000000E0,1.527118147E-4,7.635590737E-5
5.908846510E0,0.000000000E0,1.527118147E-4,1.298050396E-3
5.911272500E0,-1.221694518E-3,1.374406274E-3,-5.344913807E-4
5.913698437E0,0.000000000E0,-4.581354442E-4,7.635590737E-5
5.916124427E0,0.000000000E0,-1.068982761E-3,7.635590737E-5
5.918550417E0,0.000000000E0,-4.581354442E-4,6.872031372E-4
5.920976406E0,-1.221694518E-3,-4.581354442E-4,-5.344913807E-4
5.923402396E0,0.000000000E0,1.374406274E-3,7.635590737E-5
5.925828333E0,0.000000000E0,1.527118147E-4,-5.344913807E-4
