"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.619864580E-1,-2.626122832E-1,-1.052841991E-1,9.876076698E0
6.644123960E-1,-2.362912297E-1,-1.124626622E-1,9.883255005E0
6.668383850E-1,-2.458625287E-1,-9.571290761E-2,9.873683929E0
6.692643750E-1,-2.578266263E-1,-9.092725813E-2,9.873683929E0
6.716903120E-1,-2.482553422E-1,-9.810572863E-2,9.856933594E0
6.741163020E-1,-2.458625287E-1,-1.100698411E-1,9.864111900E0
6.765422920E-1,-2.482553422E-1,-1.100698411E-1,9.873683929E0
6.789682810E-1,-2.626122832E-1,-9.810572863E-2,9.885647774E0
6.813942190E-1,-2.554338276E-1,-1.124626622E-1,9.900004387E0
6.838202080E-1,-2.578266263E-1,-1.148554832E-1,9.890433311E0
6.862461980E-1,-2.458625287E-1,-1.244267747E-1,9.873683929E0
6.886721870E-1,-2.530409992E-1,-1.172483116E-1,9.880862236E0
6.910981250E-1,-2.315055877E-1,-8.853443712E-2,9.868897438E0
6.935241140E-1,-2.410768867E-1,-9.810572863E-2,9.876076698E0
6.959501040E-1,-2.458625287E-1,-1.339980662E-1,9.885647774E0
6.983760940E-1,-2.673979402E-1,-1.244267747E-1,9.873683929E0
7.008020310E-1,-2.338984162E-1,-1.148554832E-1,9.864111900E0
7.032280210E-1,-2.626122832E-1,-1.268195957E-1,9.914361954E0
7.056540100E-1,-2.602194548E-1,-1.172483116E-1,9.866504669E0
7.080800000E-1,-2.554338276E-1,-8.853443712E-2,9.856933594E0
7.105059370E-1,-2.697907388E-1,-9.810572863E-2,9.880862236E0
7.129319270E-1,-2.506481707E-1,-9.332008660E-2,9.871291161E0
7.153579170E-1,-2.482553422E-1,-1.004985496E-1,9.864111900E0
7.177838540E-1,-2.530409992E-1,-1.028913707E-1,9.888040543E0
7.202098440E-1,-2.626122832E-1,-1.004985496E-1,9.864111900E0
7.226358330E-1,-2.338984162E-1,-1.052841991E-1,9.878469467E0
7.250618230E-1,-2.530409992E-1,-8.374879509E-2,9.892826080E0
7.274877600E-1,-2.578266263E-1,-1.076770201E-1,9.885647774E0
7.299137500E-1,-2.410768867E-1,-1.052841991E-1,9.880862236E0
7.323397390E-1,-2.482553422E-1,-1.220339537E-1,9.883255005E0
7.347657290E-1,-2.554338276E-1,-9.810572863E-2,9.866504669E0
7.371916670E-1,-2.578266263E-1,-9.810572863E-2,9.873683929E0
7.396176560E-1,-2.626122832E-1,-9.571290761E-2,9.885647774E0
7.420436460E-1,-2.578266263E-1,-1.052841991E-1,9.854540825E0
7.444696350E-1,-2.554338276E-1,-1.028913707E-1,9.864111900E0
7.468955730E-1,-2.697907388E-1,-1.148554832E-1,9.868897438E0
7.493215620E-1,-2.458625287E-1,-1.076770201E-1,9.873683929E0
7.517475520E-1,-2.458625287E-1,-9.810572863E-2,9.868897438E0
7.541735420E-1,-2.362912297E-1,-1.124626622E-1,9.878469467E0
7.565994790E-1,-2.291127741E-1,-9.810572863E-2,9.861719131E0
7.590254690E-1,-2.506481707E-1,-1.172483116E-1,9.866504669E0
7.614514580E-1,-2.434697002E-1,-1.076770201E-1,9.888040543E0
7.638774480E-1,-2.482553422E-1,-1.172483116E-1,9.866504669E0
7.663033850E-1,-2.697907388E-1,-8.853443712E-2,9.878469467E0
7.687293750E-1,-2.578266263E-1,-1.148554832E-1,9.871291161E0
7.711553640E-1,-2.482553422E-1,-9.571290761E-2,9.871291161E0
7.735813020E-1,-2.554338276E-1,-1.124626622E-1,9.880862236E0
7.760072920E-1,-2.434697002E-1,-1.052841991E-1,9.880862236E0
7.784332810E-1,-2.386840582E-1,-9.810572863E-2,9.880862236E0
7.808592710E-1,-2.745763958E-1,-1.004985496E-1,9.885647774E0
7.832852080E-1,-2.626122832E-1,-1.220339537E-1,9.897611618E0
7.857111980E-1,-2.554338276E-1,-1.052841991E-1,9.890433311E0
7.881371870E-1,-2.673979402E-1,-1.268195957E-1,9.883255005E0
7.905631770E-1,-2.626122832E-1,-1.316052526E-1,9.856933594E0
7.929891140E-1,-2.650051117E-1,-9.810572863E-2,9.866504669E0
7.954151040E-1,-2.434697002E-1,-1.172483116E-1,9.880862236E0
7.978410940E-1,-2.338984162E-1,-1.100698411E-1,9.868897438E0
8.002670830E-1,-2.386840582E-1,-1.004985496E-1,9.892826080E0
8.026930210E-1,-2.554338276E-1,-1.148554832E-1,9.873683929E0
8.051190100E-1,-2.602194548E-1,-1.028913707E-1,9.900004387E0
8.075450000E-1,-2.554338276E-1,-1.004985496E-1,9.871291161E0
8.099709890E-1,-2.650051117E-1,-1.148554832E-1,9.876076698E0
8.123969270E-1,-2.458625287E-1,-1.148554832E-1,9.888040543E0
8.148229170E-1,-2.578266263E-1,-1.076770201E-1,9.852148056E0
8.172489060E-1,-2.482553422E-1,-1.076770201E-1,9.873683929E0
8.196748960E-1,-2.673979402E-1,-1.220339537E-1,9.861719131E0
8.221008330E-1,-2.554338276E-1,-8.374879509E-2,9.859326363E0
8.245268230E-1,-2.650051117E-1,-1.004985496E-1,9.859326363E0
8.269528120E-1,-2.506481707E-1,-1.052841991E-1,9.856933594E0
8.293787500E-1,-2.458625287E-1,-1.196411327E-1,9.861719131E0
8.318047390E-1,-2.769692242E-1,-9.810572863E-2,9.871291161E0
8.342307290E-1,-2.410768867E-1,-1.004985496E-1,9.890433311E0
8.366567190E-1,-2.386840582E-1,-1.052841991E-1,9.859326363E0
8.390827080E-1,-2.530409992E-1,-1.172483116E-1,9.866504669E0
8.415086460E-1,-2.554338276E-1,-1.124626622E-1,9.876076698E0
8.439346350E-1,-2.602194548E-1,-1.028913707E-1,9.876076698E0
8.463606250E-1,-2.506481707E-1,-1.004985496E-1,9.876076698E0
8.487865620E-1,-2.506481707E-1,-1.148554832E-1,9.873683929E0
8.512125520E-1,-2.506481707E-1,-1.028913707E-1,9.856933594E0
8.536385420E-1,-2.673979402E-1,-1.244267747E-1,9.873683929E0
8.560645310E-1,-2.554338276E-1,-1.220339537E-1,9.880862236E0
8.584904690E-1,-2.530409992E-1,-9.571290761E-2,9.854540825E0
8.609164580E-1,-2.386840582E-1,-9.810572863E-2,9.873683929E0
8.633424480E-1,-2.410768867E-1,-1.052841991E-1,9.868897438E0
8.657684370E-1,-2.697907388E-1,-1.076770201E-1,9.864111900E0
8.681943750E-1,-2.578266263E-1,-9.571290761E-2,9.880862236E0
8.706203640E-1,-2.506481707E-1,-1.124626622E-1,9.878469467E0
8.730463540E-1,-2.626122832E-1,-1.028913707E-1,9.885647774E0
8.754723440E-1,-2.602194548E-1,-1.100698411E-1,9.876076698E0
8.778982810E-1,-2.482553422E-1,-1.052841991E-1,9.868897438E0
8.803242710E-1,-2.434697002E-1,-1.076770201E-1,9.871291161E0
8.827502600E-1,-2.578266263E-1,-9.810572863E-2,9.876076698E0
8.851762500E-1,-2.578266263E-1,-9.571290761E-2,9.880862236E0
8.876021870E-1,-2.530409992E-1,-1.220339537E-1,9.878469467E0
8.900281770E-1,-2.578266263E-1,-1.148554832E-1,9.890433311E0
8.924541670E-1,-2.602194548E-1,-1.196411327E-1,9.859326363E0
8.948801560E-1,-2.315055877E-1,-1.028913707E-1,9.885647774E0
8.973060940E-1,-2.482553422E-1,-1.004985496E-1,9.888040543E0
8.997320830E-1,-2.362912297E-1,-1.052841991E-1,9.885647774E0
9.021580730E-1,-2.458625287E-1,-1.028913707E-1,9.859326363E0
9.045840100E-1,-2.530409992E-1,-1.100698411E-1,9.873683929E0
9.070100000E-1,-2.267199457E-1,-1.124626622E-1,9.883255005E0
9.094359890E-1,-2.410768867E-1,-1.268195957E-1,9.871291161E0
9.118619790E-1,-2.410768867E-1,-1.316052526E-1,9.871291161E0
9.142879690E-1,-2.745763958E-1,-1.220339537E-1,9.888040543E0
9.167139060E-1,-2.434697002E-1,-1.076770201E-1,9.861719131E0
9.191398960E-1,-2.530409992E-1,-1.387837082E-1,9.866504669E0
9.215658850E-1,-2.458625287E-1,-1.268195957E-1,9.888040543E0
9.239918230E-1,-2.338984162E-1,-9.571290761E-2,9.876076698E0
