"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.746924000E-2,1.956132501E-1,-2.126621157E-1,-9.865906715E0,9.870137032E0
2.991455300E-2,2.003988922E-1,-2.054836452E-1,-9.849157333E0,9.853338694E0
3.235908400E-2,1.764706671E-1,-2.126621157E-1,-9.853942871E0,9.857817060E0
3.480283400E-2,1.980060786E-1,-2.030908167E-1,-9.856335640E0,9.860416043E0
3.724741700E-2,1.884347796E-1,-2.030908167E-1,-9.885049820E0,9.888931362E0
3.969278200E-2,1.836491376E-1,-1.983051747E-1,-9.844371796E0,9.848081437E0
4.213726100E-2,1.956132501E-1,-2.078764737E-1,-9.861121178E0,9.865251545E0
4.458101100E-2,1.884347796E-1,-1.959123611E-1,-9.873085022E0,9.876826270E0
4.702564700E-2,1.908276081E-1,-1.815554202E-1,-9.873085022E0,9.876597866E0
4.947095900E-2,1.980060786E-1,-2.006980032E-1,-9.885049820E0,9.889069523E0
5.191549000E-2,2.003988922E-1,-2.006980032E-1,-9.863513947E0,9.867590728E0
5.435924000E-2,1.956132501E-1,-2.006980032E-1,-9.875477791E0,9.879453721E0
5.680382400E-2,1.956132501E-1,-2.006980032E-1,-9.873085022E0,9.877061916E0
5.924918800E-2,1.932204217E-1,-2.174477577E-1,-9.873085022E0,9.877369362E0
6.169366700E-2,1.932204217E-1,-2.054836452E-1,-9.868299484E0,9.872329632E0
6.413741700E-2,2.075773627E-1,-2.078764737E-1,-9.873085022E0,9.877454573E0
6.658205300E-2,2.075773627E-1,-1.983051747E-1,-9.856335640E0,9.860515481E0
6.902736500E-2,1.932204217E-1,-2.006980032E-1,-9.873085022E0,9.877014816E0
7.147194900E-2,2.171486616E-1,-2.126621157E-1,-9.868299484E0,9.872978954E0
7.391564700E-2,1.860419661E-1,-1.983051747E-1,-9.853942871E0,9.857693780E0
7.636023000E-2,1.836491376E-1,-2.078764737E-1,-9.875477791E0,9.879372512E0
7.880559500E-2,1.860419661E-1,-2.222333997E-1,-9.870692253E0,9.874946322E0
8.125007400E-2,1.740778536E-1,-2.174477577E-1,-9.841979027E0,9.845919855E0
8.369382400E-2,1.884347796E-1,-2.150549293E-1,-9.839586258E0,9.843739839E0
8.613840700E-2,1.812563092E-1,-1.983051747E-1,-9.853942871E0,9.857604623E0
8.858377200E-2,1.788634956E-1,-2.102692872E-1,-9.853942871E0,9.857808855E0
9.102825100E-2,1.692921966E-1,-2.222333997E-1,-9.844371796E0,9.848335067E0
9.347205300E-2,1.932204217E-1,-2.078764737E-1,-9.875477791E0,9.879555069E0
9.591663600E-2,2.003988922E-1,-2.030908167E-1,-9.882657051E0,9.886774802E0
9.836200100E-2,1.884347796E-1,-2.078764737E-1,-9.858728409E0,9.862720017E0
1.008064800E-1,1.908276081E-1,-2.102692872E-1,-9.863513947E0,9.867600302E0
1.032502300E-1,1.884347796E-1,-2.030908167E-1,-9.863513947E0,9.867403960E0
1.056948130E-1,1.956132501E-1,-1.983051747E-1,-9.885049820E0,9.888973629E0
1.081401780E-1,1.980060786E-1,-1.959123611E-1,-9.885049820E0,9.888973557E0
1.105847610E-1,1.908276081E-1,-1.959123611E-1,-9.877870560E0,9.881655915E0
1.130284590E-1,2.027917206E-1,-2.222333997E-1,-9.873085022E0,9.877667742E0
1.154730420E-1,1.860419661E-1,-1.983051747E-1,-9.877870560E0,9.881612386E0
1.179184070E-1,1.932204217E-1,-1.863410622E-1,-9.873085022E0,9.876733517E0
1.203628860E-1,1.645065546E-1,-1.911267042E-1,-9.858728409E0,9.861953035E0
1.228066360E-1,1.812563092E-1,-2.078764737E-1,-9.858728409E0,9.862585478E0
1.252512720E-1,1.860419661E-1,-2.126621157E-1,-9.856335640E0,9.860384832E0
1.276965840E-1,2.003988922E-1,-2.006980032E-1,-9.853942871E0,9.858023611E0
1.301410630E-1,1.956132501E-1,-2.006980032E-1,-9.846764565E0,9.850752084E0
1.325848650E-1,1.932204217E-1,-2.054836452E-1,-9.856335640E0,9.860370678E0
1.350294490E-1,2.123630047E-1,-2.126621157E-1,-9.849157333E0,9.853741594E0
1.374748130E-1,1.692921966E-1,-1.863410622E-1,-9.861121178E0,9.864334429E0
1.399192920E-1,1.692921966E-1,-2.102692872E-1,-9.858728409E0,9.862423579E0
1.423630420E-1,1.908276081E-1,-2.126621157E-1,-9.861121178E0,9.865259816E0
1.448076780E-1,1.740778536E-1,-2.102692872E-1,-9.851550102E0,9.855331333E0
1.472529900E-1,2.051845491E-1,-2.102692872E-1,-9.861121178E0,9.865496681E0
1.496975740E-1,1.812563092E-1,-2.078764737E-1,-9.863513947E0,9.867369145E0
1.521412720E-1,2.003988922E-1,-2.102692872E-1,-9.856335640E0,9.860614846E0
