"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.003464000E-2,-1.118644550E-1,-7.178467698E-3,9.837791443E0,9.838430040E0
2.245854700E-2,-1.238285750E-1,-4.785645287E-3,9.830613136E0,9.831394156E0
2.488302600E-2,-1.166501045E-1,1.435693540E-2,9.835398674E0,9.836100876E0
2.730755700E-2,-1.118644550E-1,-2.392822644E-3,9.825826645E0,9.826463689E0
2.973182800E-2,-1.262213886E-1,9.571290575E-3,9.861719131E0,9.862531504E0
3.215604700E-2,-1.262213886E-1,7.178467698E-3,9.852148056E0,9.852959184E0
3.458042200E-2,-9.272187948E-2,2.153540403E-2,9.861719131E0,9.862178530E0
3.700432800E-2,-8.075776696E-2,2.392822644E-3,9.849755287E0,9.850086637E0
3.942901500E-2,-1.070788130E-1,1.435693540E-2,9.840184212E0,9.840777272E0
4.185427600E-2,-9.511470050E-2,2.392822644E-3,9.849755287E0,9.850214807E0
4.427844200E-2,-1.142572835E-1,-0.000000000E0,9.859326363E0,9.859988390E0
4.670297400E-2,-1.214357466E-1,1.914258115E-2,9.868897438E0,9.869663101E0
4.912787000E-2,-1.286142170E-1,4.785645287E-3,9.852148056E0,9.852988675E0
5.155271300E-2,-1.022931710E-1,-4.785645287E-3,9.837791443E0,9.838324414E0
5.397693200E-2,-1.214357466E-1,-2.632104978E-2,9.825826645E0,9.826612269E0
5.640115100E-2,-9.032905847E-2,2.392822644E-3,9.830613136E0,9.831028415E0
5.882568200E-2,-1.046859920E-1,4.785645287E-3,9.840184212E0,9.840742217E0
6.125000500E-2,-1.166501045E-1,4.785645287E-3,9.849755287E0,9.850447166E0
6.367370300E-2,-1.142572835E-1,9.571290575E-3,9.856933594E0,9.857600429E0
6.609750500E-2,-1.238285750E-1,1.196411345E-2,9.856933594E0,9.857718627E0
6.852109900E-2,-1.070788130E-1,2.153540403E-2,9.854540825E0,9.855146093E0
7.094557800E-2,-1.046859920E-1,-4.785645287E-3,9.830613136E0,9.831171685E0
7.337016100E-2,-1.070788130E-1,3.110669367E-2,9.830613136E0,9.831245503E0
7.579443200E-2,-1.190429255E-1,2.632104978E-2,9.847362518E0,9.848117210E0
7.821813000E-2,-8.554340899E-2,7.178467698E-3,9.840184212E0,9.840558649E0
8.064250500E-2,-9.750752151E-2,7.178467698E-3,9.823433876E0,9.823920417E0
8.306703600E-2,-1.094716340E-1,4.785645287E-3,9.847362518E0,9.847972152E0
8.549182800E-2,-1.046859920E-1,-7.178467698E-3,9.835398674E0,9.835958406E0
8.791662000E-2,-9.032905847E-2,-0.000000000E0,9.833005905E0,9.833420792E0
9.034021300E-2,-1.070788130E-1,1.435693540E-2,9.823433876E0,9.824027947E0
9.276464000E-2,-7.836493850E-2,1.435693540E-2,9.854540825E0,9.854862863E0
9.518912000E-2,-9.990034252E-2,3.349951655E-2,9.849755287E0,9.850318853E0
9.761375500E-2,-1.094716340E-1,1.914258115E-2,9.854540825E0,9.855167444E0
1.000383900E-1,-1.166501045E-1,7.178467698E-3,9.840184212E0,9.840878218E0
