"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.576776600E-2,9.953843117E0,-1.671984792E-1,4.429712892E-1,9.965097676E0
2.821281800E-2,9.953843117E0,-1.743769497E-1,4.549354017E-1,9.965759697E0
3.065703700E-2,9.939486504E0,-1.624128371E-1,4.405784607E-1,9.950571806E0
3.310047400E-2,9.927521706E0,-1.576271951E-1,4.525425732E-1,9.939080859E0
3.554479700E-2,9.934700966E0,-1.528415531E-1,4.573282301E-1,9.946395977E0
3.798984900E-2,9.941879272E0,-1.504487246E-1,4.310071766E-1,9.952354770E0
4.043406800E-2,9.941879272E0,-1.695913076E-1,4.286143482E-1,9.952559216E0
4.287755800E-2,9.937093735E0,-1.671984792E-1,4.621138871E-1,9.949237984E0
4.532188000E-2,9.932307243E0,-1.600200087E-1,4.310071766E-1,9.942942259E0
4.776693300E-2,9.932307243E0,-1.576271951E-1,4.429712892E-1,9.943429844E0
5.021115100E-2,9.934700966E0,-1.480558962E-1,4.286143482E-1,9.945044700E0
5.265464100E-2,9.913165092E0,-1.576271951E-1,4.525425732E-1,9.924740967E0
5.509896400E-2,9.937093735E0,-1.671984792E-1,4.477569461E-1,9.948581482E0
5.754401600E-2,9.941879272E0,-1.743769497E-1,4.525425732E-1,9.953701099E0
5.998823500E-2,9.946664810E0,-1.600200087E-1,4.621138871E-1,9.958679455E0
6.243167200E-2,9.939486504E0,-1.552343667E-1,4.429712892E-1,9.950563463E0
6.487599500E-2,9.925128937E0,-1.624128371E-1,4.381856322E-1,9.936124445E0
6.732104700E-2,9.937093735E0,-1.576271951E-1,4.453641176E-1,9.948317819E0
6.976526600E-2,9.925128937E0,-1.719841212E-1,4.238287210E-1,9.935662722E0
7.220875500E-2,9.937093735E0,-1.695913076E-1,4.429712892E-1,9.948407745E0
7.465307800E-2,9.953843117E0,-1.815554202E-1,4.405784607E-1,9.965242824E0
7.709813000E-2,9.963414192E0,-1.528415531E-1,4.477569461E-1,9.974641306E0
7.954234900E-2,9.958628654E0,-1.453639716E-1,4.501497746E-1,9.969857079E0
8.198583900E-2,9.946664810E0,-1.648056656E-1,4.501497746E-1,9.958209506E0
8.443016200E-2,9.932307243E0,-1.552343667E-1,4.549354017E-1,9.943932376E0
8.687521400E-2,9.920343399E0,-1.552343667E-1,4.549354017E-1,9.931982535E0
8.931943300E-2,9.937093735E0,-1.453639716E-1,4.405784607E-1,9.947917971E0
9.176287000E-2,9.927521706E0,-1.528415531E-1,4.597210586E-1,9.939335552E0
9.420719300E-2,9.944272041E0,-1.695913076E-1,4.334000051E-1,9.955156614E0
9.665224500E-2,9.927521706E0,-1.648056656E-1,4.286143482E-1,9.938136565E0
9.909646400E-2,9.949057579E0,-1.695913076E-1,4.357928336E-1,9.960041331E0
1.015399530E-1,9.929914474E0,-1.624128371E-1,4.405784607E-1,9.941010451E0
1.039842760E-1,9.946664810E0,-1.695913076E-1,4.549354017E-1,9.958507332E0
1.064293280E-1,9.939486504E0,-1.648056656E-1,4.573282301E-1,9.951366839E0
1.088735470E-1,9.937093735E0,-1.576271951E-1,4.501497746E-1,9.948533211E0
1.113169850E-1,9.932307243E0,-1.453639716E-1,4.621138871E-1,9.944114194E0
1.137613080E-1,9.963414192E0,-1.480558962E-1,4.573282301E-1,9.975003360E0
1.162064120E-1,9.934700966E0,-1.671984792E-1,4.453641176E-1,9.946084044E0
1.186505780E-1,9.953843117E0,-1.576271951E-1,4.549354017E-1,9.965480688E0
1.210940680E-1,9.922736168E0,-1.552343667E-1,4.357928336E-1,9.933514291E0
1.235383910E-1,9.951450348E0,-1.671984792E-1,4.453641176E-1,9.962814289E0
