"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.382241900E-2,-9.896714211E0,-7.178468257E-2,2.422732860E-2,9.897004202E0
2.624830400E-2,-9.925428391E0,-7.896314561E-2,5.054837838E-2,9.925871199E0
2.867419000E-2,-9.920642853E0,-8.614161611E-2,6.011966988E-2,9.921198988E0
3.110007500E-2,-9.913464546E0,-9.092725813E-2,7.686942816E-2,9.914179542E0
3.352590800E-2,-9.923035622E0,-8.135596663E-2,6.251249462E-2,9.923566020E0
3.595179400E-2,-9.918250084E0,-8.614161611E-2,7.926224917E-2,9.918940851E0
3.837767900E-2,-9.920642853E0,-6.221338734E-2,5.294119939E-2,9.920979180E0
4.080351300E-2,-9.894321442E0,-7.657032460E-2,6.969095767E-2,9.894863144E0
4.322939800E-2,-9.903892517E0,-7.178468257E-2,6.011966988E-2,9.904335132E0
4.565528300E-2,-9.920642853E0,-6.460621208E-2,4.097708687E-2,9.920937844E0
4.808116900E-2,-9.913464546E0,-7.417750359E-2,3.619144112E-2,9.913808120E0
5.050700200E-2,-9.894321442E0,-8.614161611E-2,4.815555736E-2,9.894813597E0
5.293288800E-2,-9.899106979E0,-6.460621208E-2,5.294119939E-2,9.899459365E0
5.535877300E-2,-9.925428391E0,-6.939185411E-2,5.054837838E-2,9.925799671E0
5.778460600E-2,-9.894321442E0,-6.939185411E-2,5.772684515E-2,9.894733165E0
6.021049200E-2,-9.934999466E0,-7.417750359E-2,6.011966988E-2,9.935458272E0
6.263637700E-2,-9.920642853E0,-1.004985496E-1,8.404789865E-2,9.921507880E0
6.506226300E-2,-9.896714211E0,-8.853443712E-2,6.490531564E-2,9.897323033E0
6.748809600E-2,-9.901499748E0,-8.135596663E-2,8.883354068E-2,9.902232448E0
6.991398100E-2,-9.899106979E0,-9.092725813E-2,8.165507019E-2,9.899861328E0
7.233986700E-2,-9.908679008E0,-6.939185411E-2,8.644071966E-2,9.909299013E0
7.476570000E-2,-9.920642853E0,-1.004985496E-1,7.686942816E-2,9.921449666E0
7.719158600E-2,-9.901499748E0,-7.178468257E-2,9.122636169E-2,9.902180192E0
7.961747100E-2,-9.872786522E0,-8.614161611E-2,8.165507019E-2,9.873499969E0
8.204335600E-2,-9.889535904E0,-7.896314561E-2,5.294119939E-2,9.889992838E0
8.446919000E-2,-9.882357597E0,-7.896314561E-2,6.011966988E-2,9.882855925E0
8.689507500E-2,-9.906285286E0,-9.332008660E-2,7.208377868E-2,9.906987074E0
8.932096100E-2,-9.858130455E0,-7.417750359E-2,7.208377868E-2,9.858673057E0
9.174679400E-2,-9.896714211E0,-7.896314561E-2,5.533402413E-2,9.897183902E0
9.417267900E-2,-9.918250084E0,-6.939185411E-2,7.447660714E-2,9.918772440E0
9.659856500E-2,-9.901499748E0,-8.135596663E-2,6.729813665E-2,9.902062669E0
9.902445000E-2,-9.884750366E0,-8.853443712E-2,4.815555736E-2,9.885264139E0
1.014502830E-1,-9.911071777E0,-7.178468257E-2,8.404789865E-2,9.911688094E0
1.038761690E-1,-9.906285286E0,-8.853443712E-2,1.079761237E-1,9.907269319E0
1.063020540E-1,-9.899106979E0,-8.374879509E-2,9.601201117E-2,9.899926826E0
1.087278880E-1,-9.915857315E0,-7.896314561E-2,1.031904742E-1,9.916708615E0
1.111537730E-1,-9.911071777E0,-7.417750359E-2,8.883354068E-2,9.911747448E0
1.135796580E-1,-9.908679008E0,-7.178468257E-2,8.165507019E-2,9.909275467E0
1.160054920E-1,-9.920642853E0,-9.810572863E-2,9.840483218E-2,9.921615940E0
1.184313770E-1,-9.903892517E0,-6.460621208E-2,8.165507019E-2,9.904439838E0
1.208572630E-1,-9.911071777E0,-6.460621208E-2,9.361918271E-2,9.911724486E0
1.232831480E-1,-9.875179291E0,-5.982056633E-2,9.361918271E-2,9.875804224E0
1.257089810E-1,-9.899106979E0,-9.810572863E-2,7.926224917E-2,9.899910415E0
1.281348670E-1,-9.918250084E0,-8.853443712E-2,6.729813665E-2,9.918873530E0
1.305607520E-1,-9.903892517E0,-9.571290761E-2,5.772684515E-2,9.904523226E0
1.329865860E-1,-9.896714211E0,-5.742774159E-2,7.926224917E-2,9.897198220E0
1.354124710E-1,-9.894321442E0,-7.178468257E-2,6.011966988E-2,9.894764485E0
1.378383560E-1,-9.884750366E0,-6.939185411E-2,8.404789865E-2,9.885351237E0
1.402642420E-1,-9.901499748E0,-8.135596663E-2,5.054837838E-2,9.901962997E0
1.426900750E-1,-9.899106979E0,-9.810572863E-2,5.054837838E-2,9.899722161E0
1.451159610E-1,-9.891928673E0,-7.178468257E-2,7.208377868E-2,9.892451768E0
1.475418460E-1,-9.918250084E0,-9.092725813E-2,6.490531564E-2,9.918879231E0
