"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
4.629703320E-1,-3.817795368E-4,-5.344913807E-4,0.000000000E0,6.568383749E-4
4.653962180E-1,2.290677221E-4,1.298050396E-3,1.221694518E-3,1.797204592E-3
4.678220510E-1,2.290677221E-4,6.872031372E-4,-6.108472589E-4,9.475518703E-4
4.702478840E-1,-9.926267667E-4,6.872031372E-4,-1.221694518E-3,1.717583635E-3
4.726737180E-1,-3.817795368E-4,7.635590737E-5,0.000000000E0,3.893402616E-4
4.750996030E-1,8.399150101E-4,6.872031372E-4,6.108472589E-4,1.245327166E-3
4.775254360E-1,2.290677221E-4,-5.344913807E-4,-6.108472589E-4,8.433785811E-4
4.799512700E-1,2.290677221E-4,7.635590737E-5,6.108472589E-4,6.568383512E-4
4.823771030E-1,-3.817795368E-4,7.635590737E-5,0.000000000E0,3.893402616E-4
4.848029880E-1,1.450762269E-3,6.872031372E-4,0.000000000E0,1.605291037E-3
4.872288220E-1,8.399150101E-4,-1.145338640E-3,0.000000000E0,1.420302018E-3
4.896546550E-1,-3.817795368E-4,1.298050396E-3,1.832541777E-3,2.277915672E-3
4.920804880E-1,-3.817795368E-4,7.635590737E-5,6.108472589E-4,7.243757403E-4
4.945063740E-1,2.061609412E-3,7.635590737E-5,1.221694518E-3,2.397624050E-3
4.969322070E-1,1.450762269E-3,7.635590737E-5,6.108472589E-4,1.575968198E-3
4.993580410E-1,8.399150101E-4,-5.344913807E-4,-6.108472589E-4,1.168020819E-3
5.017838740E-1,8.399150101E-4,-5.344913807E-4,-1.221694518E-3,1.575968196E-3
5.042097070E-1,8.399150101E-4,-5.344913807E-4,0.000000000E0,9.955592701E-4
5.066355930E-1,1.450762269E-3,7.635590737E-5,0.000000000E0,1.452770245E-3
5.090614260E-1,8.399150101E-4,-1.145338640E-3,0.000000000E0,1.420302018E-3
5.114872590E-1,2.290677221E-4,-5.344913807E-4,6.108472589E-4,8.433785811E-4
5.139130930E-1,-9.926267667E-4,-5.344913807E-4,-6.108472589E-4,1.282233718E-3
5.163389780E-1,-3.817795368E-4,1.298050396E-3,0.000000000E0,1.353030098E-3
5.187648110E-1,2.290677221E-4,1.298050396E-3,0.000000000E0,1.318107299E-3
5.211906450E-1,2.290677221E-4,7.635590737E-5,-1.221694518E-3,1.245327162E-3
5.236164780E-1,2.290677221E-4,6.872031372E-4,6.108472589E-4,9.475518703E-4
5.260423630E-1,2.290677221E-4,-5.344913807E-4,-1.221694518E-3,1.353030137E-3
5.284681970E-1,-1.603474026E-3,-5.344913807E-4,-6.108472589E-4,1.797204596E-3
5.308940300E-1,8.399150101E-4,1.298050396E-3,0.000000000E0,1.546089278E-3
5.333198630E-1,8.399150101E-4,-5.344913807E-4,-1.832541777E-3,2.085508960E-3
5.357457490E-1,2.290677221E-4,-5.344913807E-4,1.832541777E-3,1.922592630E-3
5.381715820E-1,-3.817795368E-4,6.872031372E-4,1.221694518E-3,1.452770203E-3
5.405974160E-1,-3.817795368E-4,-5.344913807E-4,-6.108472589E-4,8.969788317E-4
5.430232490E-1,2.290677221E-4,-5.344913807E-4,0.000000000E0,5.815092926E-4
5.454490820E-1,2.290677221E-4,1.298050396E-3,0.000000000E0,1.318107299E-3
5.478749680E-1,8.399150101E-4,-5.344913807E-4,0.000000000E0,9.955592701E-4
5.503008010E-1,2.290677221E-4,-5.344913807E-4,6.108472589E-4,8.433785811E-4
5.527266340E-1,-9.926267667E-4,-1.145338640E-3,1.221694518E-3,1.946701311E-3
5.551524680E-1,8.399150101E-4,7.635590737E-5,1.221694518E-3,1.484528526E-3
5.575783530E-1,2.290677221E-4,1.298050396E-3,-6.108472589E-4,1.452770190E-3
5.600041860E-1,-9.926267667E-4,-5.344913807E-4,-6.108472589E-4,1.282233718E-3
5.624300200E-1,-9.926267667E-4,1.298050396E-3,-1.221694518E-3,2.040289250E-3
5.648558530E-1,-9.926267667E-4,7.635590737E-5,0.000000000E0,9.955592009E-4
5.672817380E-1,1.450762269E-3,6.872031372E-4,0.000000000E0,1.605291037E-3
5.697075720E-1,-3.817795368E-4,7.635590737E-5,-6.108472589E-4,7.243757403E-4
5.721334050E-1,-3.817795368E-4,6.872031372E-4,1.832541777E-3,1.994044415E-3
5.745592380E-1,-3.817795368E-4,7.635590737E-5,6.108472589E-4,7.243757403E-4
5.769851240E-1,-3.817795368E-4,6.872031372E-4,-6.108472589E-4,9.955592098E-4
5.794109570E-1,8.399150101E-4,6.872031372E-4,6.108472589E-4,1.245327166E-3
5.818367910E-1,2.290677221E-4,-1.756185899E-3,-1.221694518E-3,2.151557210E-3
5.842626240E-1,8.399150101E-4,-5.344913807E-4,0.000000000E0,9.955592701E-4
5.866885090E-1,-3.817795368E-4,-5.344913807E-4,-1.832541777E-3,1.946701316E-3
5.891143430E-1,8.399150101E-4,6.872031372E-4,0.000000000E0,1.085221349E-3
5.915401760E-1,8.399150101E-4,6.872031372E-4,6.108472589E-4,1.245327166E-3
5.939660090E-1,-3.817795368E-4,-1.145338640E-3,-6.108472589E-4,1.353030150E-3
5.963918950E-1,2.290677221E-4,-5.344913807E-4,0.000000000E0,5.815092926E-4
5.988177280E-1,8.399150101E-4,-5.344913807E-4,-6.108472589E-4,1.168020819E-3
6.012435610E-1,8.399150101E-4,-5.344913807E-4,6.108472589E-4,1.168020819E-3
6.036693950E-1,-9.926267667E-4,-5.344913807E-4,6.108472589E-4,1.282233718E-3
6.060952800E-1,-3.817795368E-4,1.298050396E-3,0.000000000E0,1.353030098E-3
6.085211130E-1,2.290677221E-4,7.635590737E-5,0.000000000E0,2.414585801E-4
6.109469470E-1,-3.817795368E-4,6.872031372E-4,6.108472589E-4,9.955592098E-4
6.133727800E-1,2.290677221E-4,-5.344913807E-4,1.832541777E-3,1.922592630E-3
6.157986660E-1,2.290677221E-4,6.872031372E-4,0.000000000E0,7.243757127E-4
6.182244990E-1,-1.603474026E-3,-5.344913807E-4,6.108472589E-4,1.797204596E-3
6.206503320E-1,-9.926267667E-4,6.872031372E-4,0.000000000E0,1.207292860E-3
6.230761660E-1,-3.817795368E-4,7.635590737E-5,0.000000000E0,3.893402616E-4
6.255020510E-1,-3.817795368E-4,7.635590737E-5,-6.108472589E-4,7.243757403E-4
6.279278840E-1,-9.926267667E-4,-1.145338640E-3,0.000000000E0,1.515621489E-3
6.303537180E-1,-3.817795368E-4,-5.344913807E-4,1.221694518E-3,1.387073951E-3
6.327795510E-1,2.290677221E-4,-5.344913807E-4,6.108472589E-4,8.433785811E-4
6.352054360E-1,-3.817795368E-4,-5.344913807E-4,1.832541777E-3,1.946701316E-3
6.376312700E-1,1.450762269E-3,6.872031372E-4,1.832541777E-3,2.436220162E-3
6.400571030E-1,8.399150101E-4,1.908897655E-3,2.443389036E-3,3.212397463E-3
6.424829360E-1,-3.817795368E-4,6.872031372E-4,0.000000000E0,7.861321559E-4
6.449087700E-1,-9.926267667E-4,6.872031372E-4,0.000000000E0,1.207292860E-3
6.473346550E-1,-9.926267667E-4,7.635590737E-5,0.000000000E0,9.955592009E-4
6.497604880E-1,2.290677221E-4,7.635590737E-5,-1.221694518E-3,1.245327162E-3
6.521863220E-1,2.290677221E-4,7.635590737E-5,0.000000000E0,2.414585801E-4
6.546121550E-1,-3.817795368E-4,6.872031372E-4,-1.221694518E-3,1.452770203E-3
6.570380410E-1,2.290677221E-4,7.635590737E-5,0.000000000E0,2.414585801E-4
6.594638740E-1,2.290677221E-4,6.872031372E-4,6.108472589E-4,9.475518703E-4
6.618897070E-1,2.290677221E-4,-5.344913807E-4,1.221694518E-3,1.353030137E-3
6.643155410E-1,8.399150101E-4,7.635590737E-5,6.108472589E-4,1.041355762E-3
6.667414260E-1,-3.817795368E-4,7.635590737E-5,6.108472589E-4,7.243757403E-4
6.691672590E-1,-9.926267667E-4,-5.344913807E-4,0.000000000E0,1.127381450E-3
6.715930930E-1,-3.817795368E-4,-1.756185899E-3,6.108472589E-4,1.898177784E-3
6.740189260E-1,8.399150101E-4,7.635590737E-5,-1.221694518E-3,1.484528526E-3
6.764448110E-1,8.399150101E-4,-1.145338640E-3,-1.221694518E-3,1.873444773E-3
6.788706450E-1,8.399150101E-4,-5.344913807E-4,-6.108472589E-4,1.168020819E-3
6.812964780E-1,1.450762269E-3,7.635590737E-5,-1.221694518E-3,1.898177779E-3
6.837223110E-1,-3.817795368E-4,-1.145338640E-3,1.221694518E-3,1.717583683E-3
6.861481970E-1,8.399150101E-4,-1.145338640E-3,-6.108472589E-4,1.546089324E-3
6.885740300E-1,-3.817795368E-4,1.908897655E-3,-6.108472589E-4,2.040289255E-3
6.909998630E-1,-3.817795368E-4,7.635590737E-5,-6.108472589E-4,7.243757403E-4
6.934256970E-1,2.290677221E-4,-5.344913807E-4,-6.108472589E-4,8.433785811E-4
6.958515820E-1,-9.926267667E-4,6.872031372E-4,-6.108472589E-4,1.353030090E-3
6.982774160E-1,2.290677221E-4,6.872031372E-4,-1.221694518E-3,1.420301964E-3
7.007032490E-1,2.290677221E-4,1.298050396E-3,0.000000000E0,1.318107299E-3
7.031290820E-1,-3.817795368E-4,1.298050396E-3,-1.832541777E-3,2.277915672E-3
7.055549680E-1,-3.817795368E-4,-5.344913807E-4,0.000000000E0,6.568383749E-4
7.079808010E-1,-1.603474026E-3,7.635590737E-5,0.000000000E0,1.605290994E-3
7.104066340E-1,8.399150101E-4,7.635590737E-5,1.221694518E-3,1.484528526E-3
7.128324680E-1,8.399150101E-4,6.872031372E-4,6.108472589E-4,1.245327166E-3
7.152583530E-1,-3.817795368E-4,6.872031372E-4,6.108472589E-4,9.955592098E-4
7.176841860E-1,-1.603474026E-3,-1.145338640E-3,1.221694518E-3,2.318505347E-3
7.201100200E-1,-3.817795368E-4,7.635590737E-5,6.108472589E-4,7.243757403E-4
7.225358530E-1,2.290677221E-4,6.872031372E-4,0.000000000E0,7.243757127E-4
7.249617380E-1,-3.817795368E-4,6.872031372E-4,1.221694518E-3,1.452770203E-3
7.273875720E-1,-1.603474026E-3,7.635590737E-5,6.108472589E-4,1.717583637E-3
7.298134050E-1,2.290677221E-4,-1.145338640E-3,0.000000000E0,1.168020813E-3
7.322392910E-1,2.290677221E-4,1.298050396E-3,-6.108472589E-4,1.452770190E-3
7.346651240E-1,8.399150101E-4,1.298050396E-3,6.108472589E-4,1.662385764E-3
7.370909570E-1,-3.817795368E-4,1.298050396E-3,1.221694518E-3,1.822972282E-3
7.395167910E-1,8.399150101E-4,-1.756185899E-3,-1.832541777E-3,2.673547362E-3
7.419426240E-1,1.450762269E-3,7.635590737E-5,6.108472589E-4,1.575968198E-3
7.443685090E-1,2.290677221E-4,-5.344913807E-4,0.000000000E0,5.815092926E-4
7.467943430E-1,8.399150101E-4,6.872031372E-4,-6.108472589E-4,1.245327166E-3
7.492201760E-1,-9.926267667E-4,-1.145338640E-3,0.000000000E0,1.515621489E-3
7.516460610E-1,-9.926267667E-4,-1.145338640E-3,6.108472589E-4,1.634087779E-3
7.540718950E-1,2.290677221E-4,-5.344913807E-4,6.108472589E-4,8.433785811E-4
7.564977280E-1,2.290677221E-4,7.635590737E-5,-6.108472589E-4,6.568383512E-4
7.589235610E-1,8.399150101E-4,7.635590737E-5,1.832541777E-3,2.017299386E-3
7.613493950E-1,-3.817795368E-4,7.635590737E-5,1.221694518E-3,1.282233728E-3
7.637752800E-1,-3.817795368E-4,6.872031372E-4,-6.108472589E-4,9.955592098E-4
7.662011130E-1,-1.603474026E-3,-5.344913807E-4,6.108472589E-4,1.797204596E-3
7.686269470E-1,-3.817795368E-4,7.635590737E-5,-1.221694518E-3,1.282233728E-3
7.710527800E-1,-3.817795368E-4,7.635590737E-5,-1.832541777E-3,1.873444742E-3
7.734786660E-1,-3.817795368E-4,-5.344913807E-4,0.000000000E0,6.568383749E-4
7.759044990E-1,2.290677221E-4,-1.145338640E-3,-6.108472589E-4,1.318107353E-3
7.783303320E-1,2.290677221E-4,-5.344913807E-4,-1.221694518E-3,1.353030137E-3
7.807562180E-1,2.290677221E-4,-1.145338640E-3,0.000000000E0,1.168020813E-3
7.831820510E-1,2.290677221E-4,6.872031372E-4,1.221694518E-3,1.420301964E-3
