"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
7.847462060E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
7.871913100E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
7.896355810E-1,1.527118147E-3,0.000000000E0,4.581354442E-4,1.594358153E-3
7.920791220E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
7.945234970E-1,1.527118147E-3,1.221694518E-3,-7.635590737E-4,2.099440352E-3
7.969686010E-1,1.527118147E-3,-2.443389036E-3,4.581354442E-4,2.917555124E-3
7.994128720E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
8.018564140E-1,-9.162708884E-4,-1.221694518E-3,-1.985253533E-3,2.504659943E-3
8.043007890E-1,1.527118147E-3,-2.443389036E-3,4.581354442E-4,2.917555124E-3
8.067458930E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
8.091901640E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
8.116337060E-1,-9.162708884E-4,-1.221694518E-3,1.679830020E-3,2.270224379E-3
8.140780810E-1,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
8.165231850E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
8.189674560E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
8.214109970E-1,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
8.238553720E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
8.263005290E-1,1.527118147E-3,0.000000000E0,4.581354442E-4,1.594358153E-3
8.287447990E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
8.311882890E-1,3.054236295E-4,-2.443389036E-3,4.581354442E-4,2.504659989E-3
8.336326640E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
8.360778200E-1,-9.162708884E-4,0.000000000E0,-7.635590737E-4,1.192717402E-3
8.385220910E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
8.409655810E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
8.434100080E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
8.458551120E-1,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
8.482993830E-1,1.527118147E-3,0.000000000E0,4.581354442E-4,1.594358153E-3
8.507429240E-1,3.054236295E-4,-2.443389036E-3,1.679830020E-3,2.980815739E-3
8.531872990E-1,3.054236295E-4,-2.443389036E-3,1.679830020E-3,2.980815739E-3
8.556324040E-1,1.527118147E-3,-1.221694518E-3,4.581354442E-4,2.008610320E-3
8.580766740E-1,3.054236295E-4,-1.221694518E-3,1.679830020E-3,2.099440398E-3
8.605202160E-1,3.054236295E-4,1.221694518E-3,4.581354442E-4,1.340040736E-3
8.629645910E-1,1.527118147E-3,-1.221694518E-3,1.679830020E-3,2.578072192E-3
8.654096950E-1,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
8.678539660E-1,1.527118147E-3,-1.221694518E-3,2.901524538E-3,3.499067301E-3
8.702975080E-1,3.054236295E-4,1.221694518E-3,4.581354442E-4,1.340040736E-3
8.727418830E-1,-9.162708884E-4,-1.221694518E-3,-1.985253533E-3,2.504659943E-3
8.751869870E-1,-9.162708884E-4,0.000000000E0,4.581354442E-4,1.024421996E-3
8.776312580E-1,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
8.800747990E-1,-9.162708884E-4,-1.221694518E-3,1.679830020E-3,2.270224379E-3
8.825191740E-1,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
8.849642790E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
8.874085490E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
8.898520910E-1,-9.162708884E-4,-1.221694518E-3,4.581354442E-4,1.594358153E-3
8.922964660E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
8.947415700E-1,-9.162708884E-4,0.000000000E0,-7.635590737E-4,1.192717402E-3
8.971858410E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
8.996293830E-1,1.527118147E-3,-1.221694518E-3,-7.635590737E-4,2.099440352E-3
9.020737580E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
9.045189140E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
9.069631850E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
9.094066740E-1,-9.162708884E-4,0.000000000E0,-7.635590737E-4,1.192717402E-3
9.118510490E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
9.142962060E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
9.167404760E-1,1.527118147E-3,-1.221694518E-3,-7.635590737E-4,2.099440352E-3
9.191839660E-1,-9.162708884E-4,-1.221694518E-3,4.581354442E-4,1.594358153E-3
9.216283410E-1,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
9.240734970E-1,-2.137965523E-3,1.221694518E-3,-1.985253533E-3,3.163015280E-3
9.265177680E-1,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
9.289613100E-1,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
9.314056850E-1,-9.162708884E-4,0.000000000E0,-7.635590737E-4,1.192717402E-3
9.338507890E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
9.362950600E-1,3.054236295E-4,1.221694518E-3,-1.985253533E-3,2.350968456E-3
9.387386010E-1,-9.162708884E-4,0.000000000E0,4.581354442E-4,1.024421996E-3
9.411829760E-1,-2.137965523E-3,0.000000000E0,-7.635590737E-4,2.270224446E-3
9.436280810E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
9.460723510E-1,1.527118147E-3,-2.443389036E-3,-7.635590737E-4,2.980815706E-3
9.485158930E-1,1.527118147E-3,-1.221694518E-3,-7.635590737E-4,2.099440352E-3
9.509602680E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
9.534053720E-1,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
9.558496430E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
9.582931850E-1,3.054236295E-4,-1.221694518E-3,1.679830020E-3,2.099440398E-3
9.607375600E-1,3.054236295E-4,-3.665083554E-3,4.581354442E-4,3.706212235E-3
9.631826640E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
9.656269350E-1,3.054236295E-4,-2.443389036E-3,4.581354442E-4,2.504659989E-3
9.680704760E-1,-9.162708884E-4,-2.443389036E-3,4.581354442E-4,2.649450963E-3
9.705148510E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
9.729599560E-1,3.054236295E-4,1.221694518E-3,4.581354442E-4,1.340040736E-3
9.754042260E-1,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
9.778477680E-1,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
9.802921430E-1,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
9.827372470E-1,3.054236295E-4,1.221694518E-3,-1.985253533E-3,2.350968456E-3
9.851816220E-1,1.527118147E-3,2.443389036E-3,-7.635590737E-4,2.980815706E-3
9.876250600E-1,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
9.900694350E-1,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
9.925145910E-1,-9.162708884E-4,1.221694518E-3,-1.985253533E-3,2.504659943E-3
9.949588620E-1,-9.162708884E-4,0.000000000E0,-1.985253533E-3,2.186500385E-3
9.974023510E-1,-9.162708884E-4,1.221694518E-3,4.581354442E-4,1.594358153E-3
9.998467260E-1,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.002291883E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.004736154E0,1.527118147E-3,-1.221694518E-3,-7.635590737E-4,2.099440352E-3
1.007179695E0,3.054236295E-4,0.000000000E0,-1.985253533E-3,2.008610262E-3
1.009624070E0,3.054236295E-4,-1.221694518E-3,2.901524538E-3,3.163015291E-3
1.012069174E0,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
1.014513445E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.016956987E0,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
1.019401362E0,3.054236295E-4,1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.021846466E0,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
1.024290737E0,3.054236295E-4,-1.221694518E-3,1.679830020E-3,2.099440398E-3
1.026734279E0,1.527118147E-3,-1.221694518E-3,1.679830020E-3,2.578072192E-3
1.029178654E0,3.054236295E-4,-1.221694518E-3,-7.635590737E-4,1.472699408E-3
1.031623758E0,3.054236295E-4,-2.443389036E-3,-7.635590737E-4,2.578072154E-3
1.034068029E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.036511570E0,3.054236295E-4,0.000000000E0,4.581354442E-4,5.506102784E-4
1.038955945E0,3.054236295E-4,0.000000000E0,1.679830020E-3,1.707370051E-3
1.041401049E0,1.527118147E-3,-1.221694518E-3,4.581354442E-4,2.008610320E-3
1.043845320E0,1.527118147E-3,0.000000000E0,1.679830020E-3,2.270224379E-3
1.046288862E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.048733237E0,-9.162708884E-4,0.000000000E0,-1.985253533E-3,2.186500385E-3
1.051178341E0,3.054236295E-4,-1.221694518E-3,-1.985253533E-3,2.350968456E-3
1.053622612E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.056066154E0,3.054236295E-4,0.000000000E0,-7.635590737E-4,8.223782903E-4
1.058510529E0,-9.162708884E-4,0.000000000E0,-7.635590737E-4,1.192717402E-3
1.060955633E0,3.054236295E-4,0.000000000E0,-1.985253533E-3,2.008610262E-3
1.063400008E0,3.054236295E-4,-1.221694518E-3,4.581354442E-4,1.340040736E-3
1.065843445E0,-9.162708884E-4,0.000000000E0,-1.985253533E-3,2.186500385E-3
1.068287820E0,-9.162708884E-4,-1.221694518E-3,-7.635590737E-4,1.707369994E-3
