"event","experiment time","system time","system time text"
"START",0.000000000E0,1733954797.156,"2024-12-12 00:06:37.156 UTC+02:00"
"PAUSE",5.033356196E0,1733954802.189,"2024-12-12 00:06:42.189 UTC+02:00"
