"event","experiment time","system time","system time text"
"START",0.000000000E0,1733951265.471,"2024-12-11 23:07:45.471 UTC+02:00"
"PAUSE",5.028768435E0,1733951270.500,"2024-12-11 23:07:50.500 UTC+02:00"
