"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.541521300E-2,-3.409772366E-2,-1.017188931E1,-3.326023519E-1,1.017738272E1
2.785901500E-2,-2.452643216E-2,-1.015992451E1,-3.373879790E-1,1.016555449E1
3.030365100E-2,-2.691925503E-2,-1.017188931E1,-3.421736360E-1,1.017767849E1
3.274828600E-2,-2.213360928E-2,-1.016471100E1,-3.421736360E-1,1.017049273E1
3.519292200E-2,-4.366901144E-2,-1.016471100E1,-3.517449200E-1,1.017088891E1
3.763833800E-2,-5.832505226E-2,-1.015992451E1,-3.613162339E-1,1.016651451E1
4.008214000E-2,-2.931207791E-2,-1.015992451E1,-3.493520916E-1,1.016597128E1
4.252682800E-2,-3.170489892E-2,-1.017188931E1,-3.445664644E-1,1.017777300E1
4.497224400E-2,-2.213360928E-2,-1.016710377E1,-3.493520916E-1,1.017312812E1
4.741599400E-2,-1.495514158E-2,-1.015992451E1,-3.565305769E-1,1.016618924E1
4.986068200E-2,-2.452643216E-2,-1.016710377E1,-3.397808075E-1,1.017280942E1
5.230531700E-2,-2.213360928E-2,-1.015753174E1,-3.182454109E-1,1.016254009E1
5.474995300E-2,-2.691925503E-2,-1.015753174E1,-3.445664644E-1,1.016340994E1
5.719536900E-2,-2.931207791E-2,-1.016471100E1,-3.637090325E-1,1.017125819E1
5.963917200E-2,-3.170489892E-2,-1.015992451E1,-3.278166950E-1,1.016526119E1
6.208385900E-2,-1.256231871E-2,-1.016949654E1,-3.182454109E-1,1.017448268E1
6.452927600E-2,-1.495514158E-2,-1.015035343E1,-3.397808075E-1,1.015604989E1
6.697307800E-2,-2.931207791E-2,-1.016710377E1,-3.684946895E-1,1.017382163E1
6.941771300E-2,-1.974078640E-2,-1.015992451E1,-3.421736360E-1,1.016570403E1
7.186234900E-2,-1.256231871E-2,-1.015992451E1,-3.397808075E-1,1.016561237E1
7.430698400E-2,1.794616925E-3,-1.016949654E1,-3.397808075E-1,1.017517145E1
7.675240100E-2,-2.213360928E-2,-1.017188931E1,-3.230310678E-1,1.017704137E1
7.919620300E-2,-3.170489892E-2,-1.016949654E1,-3.302095234E-1,1.017490557E1
8.164089000E-2,-7.776673418E-3,-1.017667484E1,-3.397808075E-1,1.018234857E1
8.408630700E-2,-3.170489892E-2,-1.016231823E1,-3.278166950E-1,1.016765365E1
8.653010900E-2,-4.127619043E-2,-1.016471100E1,-3.421736360E-1,1.017055240E1
8.897479700E-2,-3.409772366E-2,-1.017188931E1,-3.134597540E-1,1.017677511E1
9.141932800E-2,-3.409772366E-2,-1.016949654E1,-3.086741269E-1,1.017423718E1
9.386401500E-2,-3.649054468E-2,-1.017428207E1,-3.302095234E-1,1.017970459E1
9.630943200E-2,-3.649054468E-2,-1.015513897E1,-3.086741269E-1,1.015989462E1
9.875323400E-2,-2.452643216E-2,-1.017188931E1,-3.230310678E-1,1.017704685E1
1.011979220E-1,1.794616925E-3,-1.019581699E1,-4.139583111E-1,1.020421721E1
1.036433380E-1,-5.383851007E-3,-1.018624592E1,-4.905286431E-1,1.019805144E1
1.060871400E-1,-3.888336942E-2,-1.018146038E1,-4.953143001E-1,1.019357561E1
1.085318280E-1,-6.311069429E-2,-1.018624592E1,-4.115654826E-1,1.019475233E1
1.109763590E-1,-2.931207791E-2,-1.017188931E1,-3.828516304E-1,1.017913388E1
1.134210470E-1,-2.931207791E-2,-1.016231823E1,-4.259224236E-1,1.017128217E1
1.158664630E-1,-4.127619043E-2,-1.018146038E1,-4.259224236E-1,1.019044892E1
1.183102650E-1,-5.832505226E-2,-1.018624592E1,-4.354937077E-1,1.019571785E1
1.207549530E-1,-2.213360928E-2,-1.017906761E1,-4.977070987E-1,1.019125212E1
1.232003690E-1,-2.213360928E-2,-1.017906761E1,-5.793621540E-1,1.019556609E1
1.256441720E-1,-1.016949583E-2,-1.018385315E1,-5.937191248E-1,1.020115046E1
1.280888590E-1,-4.127619043E-2,-1.018146038E1,-5.673980713E-1,1.019734180E1
1.305333900E-1,-1.495514158E-2,-1.018385315E1,-4.977070987E-1,1.019601888E1
1.329780780E-1,2.333002165E-2,-1.019581699E1,-5.458626747E-1,1.021044536E1
1.354234940E-1,-3.888336942E-2,-1.015753174E1,-4.426721931E-1,1.016724749E1
1.378672970E-1,-1.974078640E-2,-1.016710377E1,-3.230310678E-1,1.017225333E1
1.403119840E-1,1.794616925E-3,-1.017428207E1,-5.048855543E-1,1.018680167E1
