"event","experiment time","system time","system time text"
"START",0.000000000E0,1734598949.195,"2024-12-19 11:02:29.195 UTC+02:00"
"PAUSE",9.140026507E0,1734598958.335,"2024-12-19 11:02:38.335 UTC+02:00"
