"event","experiment time","system time","system time text"
"START",0.000000000E0,1733945952.047,"2024-12-11 21:39:12.047 UTC+02:00"
"PAUSE",5.040987237E0,1733945957.088,"2024-12-11 21:39:17.088 UTC+02:00"
