"event","experiment time","system time","system time text"
"START",0.000000000E0,1734599755.353,"2024-12-19 11:15:55.353 UTC+02:00"
"PAUSE",3.069422192E2,1734600062.295,"2024-12-19 11:21:02.295 UTC+02:00"
