"event","experiment time","system time","system time text"
"START",0.000000000E0,1734473385.724,"2024-12-18 00:09:45.724 UTC+02:00"
"PAUSE",6.004399753E1,1734473445.768,"2024-12-18 00:10:45.768 UTC+02:00"
