"event","experiment time","system time","system time text"
"START",0.000000000E0,1734473097.655,"2024-12-18 00:04:57.655 UTC+02:00"
"PAUSE",5.043277967E0,1734473102.699,"2024-12-18 00:05:02.699 UTC+02:00"
