"event","experiment time","system time","system time text"
"START",0.000000000E0,1734509910.548,"2024-12-18 10:18:30.548 UTC+02:00"
"PAUSE",6.006244545E1,1734509970.611,"2024-12-18 10:19:30.611 UTC+02:00"
