"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.339369290E-1,-4.366901144E-2,-1.911267042E-1,9.873384476E0
2.363806790E-1,-3.170489892E-2,-2.126621157E-1,9.892526627E0
2.388252100E-1,-3.888336942E-2,-1.983051747E-1,9.890133858E0
2.412706270E-1,-3.170489892E-2,-1.767697781E-1,9.856635094E0
2.437151060E-1,-5.084748194E-2,-1.791625917E-1,9.894919395E0
2.461588560E-1,-4.366901144E-2,-1.839482337E-1,9.851848602E0
2.486034920E-1,-3.409772366E-2,-1.743769497E-1,9.873384476E0
2.510488040E-1,-1.734796353E-2,-1.983051747E-1,9.892526627E0
2.534933350E-1,-4.606183618E-2,-1.959123611E-1,9.906884193E0
2.559370850E-1,-5.832505226E-2,-1.911267042E-1,9.866206169E0
2.583816170E-1,-3.888336942E-2,-2.054836452E-1,9.899705887E0
2.608270330E-1,-4.127619043E-2,-1.743769497E-1,9.897313118E0
2.632715130E-1,-2.452643216E-2,-1.959123611E-1,9.902098656E0
2.657152630E-1,-4.845465720E-2,-2.078764737E-1,9.880562782E0
2.681597940E-1,-2.691925503E-2,-2.006980032E-1,9.902098656E0
2.706052100E-1,-4.127619043E-2,-1.839482337E-1,9.885348320E0
2.730496900E-1,-1.974078640E-2,-2.198405862E-1,9.887741089E0
2.754934400E-1,-5.563312769E-2,-1.839482337E-1,9.890133858E0
2.779380750E-1,-4.845465720E-2,-2.030908167E-1,9.849455833E0
2.803833880E-1,-3.409772366E-2,-1.911267042E-1,9.885348320E0
2.828279190E-1,-5.324030295E-2,-1.695913076E-1,9.873384476E0
2.852716690E-1,-4.845465720E-2,-1.935195327E-1,9.890133858E0
2.877162000E-1,-3.888336942E-2,-2.126621157E-1,9.899705887E0
2.901616170E-1,-4.845465720E-2,-1.911267042E-1,9.899705887E0
2.926060960E-1,-4.366901144E-2,-1.959123611E-1,9.890133858E0
2.950498460E-1,-3.409772366E-2,-2.006980032E-1,9.906884193E0
2.974944810E-1,-4.366901144E-2,-1.959123611E-1,9.878170013E0
2.999397940E-1,-3.649054468E-2,-2.006980032E-1,9.861420631E0
3.023842730E-1,-5.084748194E-2,-2.102692872E-1,9.897313118E0
3.048280230E-1,-1.256231871E-2,-1.791625917E-1,9.878170013E0
3.072726580E-1,-3.649054468E-2,-1.959123611E-1,9.875777245E0
3.097179710E-1,-2.452643216E-2,-2.030908167E-1,9.894919395E0
3.121625020E-1,-2.691925503E-2,-1.959123611E-1,9.870991707E0
3.146062520E-1,-6.311069429E-2,-1.839482337E-1,9.873384476E0
3.170507830E-1,-4.366901144E-2,-1.983051747E-1,9.885348320E0
3.194962000E-1,-5.563312769E-2,-2.030908167E-1,9.882955551E0
3.219406790E-1,-4.366901144E-2,-1.935195327E-1,9.859027863E0
3.243844290E-1,-5.324030295E-2,-2.078764737E-1,9.890133858E0
3.268289600E-1,-3.409772366E-2,-1.959123611E-1,9.892526627E0
3.292743770E-1,-3.170489892E-2,-2.006980032E-1,9.890133858E0
3.317188560E-1,-6.071787328E-2,-2.222333997E-1,9.880562782E0
3.341626580E-1,-5.563312769E-2,-1.839482337E-1,9.885348320E0
3.366071900E-1,-5.324030295E-2,-1.983051747E-1,9.902098656E0
3.390526060E-1,-4.366901144E-2,-2.006980032E-1,9.880562782E0
3.414970850E-1,-6.311069429E-2,-2.030908167E-1,9.885348320E0
3.439408350E-1,-5.563312769E-2,-2.006980032E-1,9.890133858E0
3.463853670E-1,-5.563312769E-2,-1.935195327E-1,9.892526627E0
3.488307830E-1,-2.691925503E-2,-1.887338907E-1,9.892526627E0
3.512752630E-1,-3.170489892E-2,-2.078764737E-1,9.875777245E0
3.537190130E-1,-5.324030295E-2,-1.983051747E-1,9.885348320E0
3.561635440E-1,-2.452643216E-2,-1.959123611E-1,9.859027863E0
3.586089600E-1,-4.366901144E-2,-2.006980032E-1,9.859027863E0
3.610534400E-1,-4.366901144E-2,-1.863410622E-1,9.885348320E0
3.634971900E-1,-3.409772366E-2,-1.983051747E-1,9.870991707E0
3.659418250E-1,-4.845465720E-2,-2.030908167E-1,9.897313118E0
3.683871380E-1,-4.127619043E-2,-1.887338907E-1,9.880562782E0
3.708316690E-1,-3.888336942E-2,-1.983051747E-1,9.887741089E0
3.732754190E-1,-4.366901144E-2,-1.959123611E-1,9.878170013E0
3.757199500E-1,-4.127619043E-2,-2.030908167E-1,9.875777245E0
