"event","experiment time","system time","system time text"
"START",0.000000000E0,1734600460.275,"2024-12-19 11:27:40.275 UTC+02:00"
"PAUSE",3.154520573E2,1734600775.727,"2024-12-19 11:32:55.727 UTC+02:00"
