"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.179417800E-2,-2.290677221E-4,1.832541777E-3,-3.665083554E-3
9.422011500E-2,2.214321401E-3,-1.221694518E-3,3.054236295E-3
9.664605300E-2,2.214321401E-3,0.000000000E0,-3.665083554E-3
9.907199000E-2,3.817795368E-4,1.221694518E-3,3.054236295E-3
1.014979280E-1,1.603474026E-3,-1.221694518E-3,-1.832541777E-3
1.039238650E-1,-2.290677221E-4,0.000000000E0,0.000000000E0
1.063498030E-1,3.817795368E-4,0.000000000E0,0.000000000E0
1.087757400E-1,1.603474026E-3,-1.221694518E-3,-2.443389036E-3
1.112016250E-1,9.926267667E-4,1.832541777E-3,1.832541777E-3
1.136276150E-1,3.817795368E-4,6.108472589E-4,-1.832541777E-3
1.160535000E-1,3.817795368E-4,-1.221694518E-3,1.832541777E-3
1.184794380E-1,-2.290677221E-4,6.108472589E-4,-1.832541777E-3
1.209053750E-1,3.817795368E-4,-1.221694518E-3,1.221694518E-3
1.233313130E-1,-2.290677221E-4,-6.108472589E-4,-2.443389036E-3
1.257572500E-1,3.817795368E-4,-6.108472589E-4,1.832541777E-3
1.281831880E-1,3.817795368E-4,-6.108472589E-4,-6.108472589E-4
1.306091250E-1,3.817795368E-4,-1.832541777E-3,-6.108472589E-4
1.330350630E-1,9.926267667E-4,-1.221694518E-3,0.000000000E0
1.354610000E-1,9.926267667E-4,0.000000000E0,-2.443389036E-3
1.378869380E-1,-2.290677221E-4,0.000000000E0,0.000000000E0
1.403128750E-1,9.926267667E-4,6.108472589E-4,-1.832541777E-3
1.427388130E-1,9.926267667E-4,0.000000000E0,1.221694518E-3
1.451647500E-1,3.817795368E-4,-6.108472589E-4,-1.221694518E-3
1.475906880E-1,3.817795368E-4,0.000000000E0,1.221694518E-3
1.500166250E-1,9.926267667E-4,6.108472589E-4,-6.108472589E-4
1.524425630E-1,9.926267667E-4,0.000000000E0,-6.108472589E-4
1.548678230E-1,2.214321401E-3,-1.221694518E-3,-1.221694518E-3
1.572944380E-1,1.603474026E-3,-1.221694518E-3,0.000000000E0
1.597203750E-1,-1.527118147E-3,-6.108472589E-4,0.000000000E0
1.621463130E-1,-2.290677221E-4,6.108472589E-4,-1.221694518E-3
1.645722500E-1,3.817795368E-4,1.221694518E-3,6.108472589E-4
1.669981880E-1,3.817795368E-4,0.000000000E0,6.108472589E-4
1.694241250E-1,-2.290677221E-4,6.108472589E-4,6.108472589E-4
1.718500110E-1,9.926267667E-4,-1.221694518E-3,-2.443389036E-3
1.742759480E-1,9.926267667E-4,1.221694518E-3,1.221694518E-3
1.767018860E-1,3.817795368E-4,6.108472589E-4,-6.108472589E-4
1.791278230E-1,9.926267667E-4,-6.108472589E-4,0.000000000E0
1.815537610E-1,3.817795368E-4,0.000000000E0,0.000000000E0
1.839796980E-1,-2.290677221E-4,6.108472589E-4,6.108472589E-4
1.864056360E-1,-2.290677221E-4,-2.443389036E-3,0.000000000E0
1.888315730E-1,3.817795368E-4,1.221694518E-3,-1.832541777E-3
1.912575110E-1,-2.290677221E-4,-1.221694518E-3,-6.108472589E-4
1.936834480E-1,3.817795368E-4,1.221694518E-3,-6.108472589E-4
1.961093860E-1,9.926267667E-4,-1.832541777E-3,6.108472589E-4
1.985353230E-1,3.817795368E-4,-1.221694518E-3,-1.221694518E-3
2.009612610E-1,9.926267667E-4,0.000000000E0,6.108472589E-4
2.033871980E-1,9.926267667E-4,6.108472589E-4,1.221694518E-3
2.058131360E-1,-8.399150101E-4,-6.108472589E-4,-1.832541777E-3
2.082390730E-1,3.817795368E-4,0.000000000E0,-6.108472589E-4
2.106650110E-1,1.603474026E-3,-1.221694518E-3,-6.108472589E-4
2.130909480E-1,1.603474026E-3,-6.108472589E-4,-1.832541777E-3
2.155168860E-1,-2.290677221E-4,0.000000000E0,-2.443389036E-3
2.179428230E-1,-2.290677221E-4,-6.108472589E-4,0.000000000E0
2.203687610E-1,-2.290677221E-4,6.108472589E-4,-1.832541777E-3
2.227946980E-1,1.603474026E-3,-6.108472589E-4,0.000000000E0
2.252206360E-1,1.603474026E-3,-1.221694518E-3,-6.108472589E-4
2.276465730E-1,9.926267667E-4,-1.221694518E-3,-1.221694518E-3
2.300725110E-1,1.603474026E-3,-1.221694518E-3,-6.108472589E-4
2.324984480E-1,3.817795368E-4,-1.221694518E-3,6.108472589E-4
2.349243340E-1,3.817795368E-4,0.000000000E0,-1.221694518E-3
2.373502710E-1,9.926267667E-4,-6.108472589E-4,-6.108472589E-4
2.397762090E-1,-2.290677221E-4,6.108472589E-4,0.000000000E0
2.422021460E-1,3.817795368E-4,0.000000000E0,-6.108472589E-4
2.446280840E-1,1.603474026E-3,-1.832541777E-3,6.108472589E-4
2.470540210E-1,9.926267667E-4,6.108472589E-4,-2.443389036E-3
2.494799590E-1,9.926267667E-4,0.000000000E0,0.000000000E0
2.519058960E-1,2.214321401E-3,-1.221694518E-3,0.000000000E0
2.543318340E-1,-8.399150101E-4,-1.832541777E-3,-6.108472589E-4
2.567577710E-1,-8.399150101E-4,0.000000000E0,6.108472589E-4
2.591837090E-1,3.817795368E-4,0.000000000E0,0.000000000E0
2.616096460E-1,9.926267667E-4,6.108472589E-4,6.108472589E-4
2.640355840E-1,9.926267667E-4,-6.108472589E-4,0.000000000E0
2.664615210E-1,9.926267667E-4,-1.832541777E-3,6.108472589E-4
2.688874590E-1,3.817795368E-4,-6.108472589E-4,0.000000000E0
2.713133960E-1,1.603474026E-3,0.000000000E0,6.108472589E-4
2.737393340E-1,9.926267667E-4,-6.108472589E-4,-6.108472589E-4
2.761652710E-1,3.817795368E-4,6.108472589E-4,-6.108472589E-4
2.785912090E-1,3.817795368E-4,0.000000000E0,0.000000000E0
2.810171460E-1,9.926267667E-4,-6.108472589E-4,-1.221694518E-3
