"event","experiment time","system time","system time text"
"START",0.000000000E0,1734475882.326,"2024-12-18 00:51:22.326 UTC+02:00"
"PAUSE",5.037799321E0,1734475887.364,"2024-12-18 00:51:27.364 UTC+02:00"
