"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.461902600E-2,-9.990034252E-2,9.696016312E0,1.462612897E-1,9.697633977E0
2.704491100E-2,-9.272187948E-2,9.686445236E0,1.223330572E-1,9.687661433E0
2.947079700E-2,-9.750752151E-2,9.698409081E0,6.729813665E-2,9.699132716E0
3.189663000E-2,-6.400800496E-2,9.707980156E0,-6.879365072E-3,9.708193604E0
3.432251500E-2,-1.932204217E-1,9.674481392E0,-1.073779166E-1,9.677006477E0
3.674840100E-2,-3.681955934E-1,9.636196136E0,-3.897309899E-1,9.651100156E0
3.917428600E-2,-1.501496136E-1,9.674481392E0,-4.833501875E-1,9.687711934E0
4.160017200E-2,1.034895778E-1,9.736694336E0,-3.658027649E-1,9.744113010E0
4.402605700E-2,2.087737769E-1,9.729516029E0,-4.115654826E-1,9.740454548E0
4.645194200E-2,1.417747438E-1,9.710372925E0,-3.227319419E-1,9.716768924E0
4.887782800E-2,-2.333002165E-2,9.684052467E0,-2.868396044E-1,9.688327691E0
5.130371300E-2,-2.195414752E-1,9.667302132E0,-1.671984792E-1,9.671240060E0
5.372959900E-2,-2.817548811E-1,9.676874161E0,-1.025922745E-1,9.681518709E0
5.615548400E-2,-2.147558331E-1,9.688838005E0,-3.559323773E-2,9.691283137E0
5.858131700E-2,-1.262213886E-1,9.719944954E0,3.858426586E-2,9.720841038E0
6.100720300E-2,2.213360928E-2,9.727123260E0,1.007976532E-1,9.727670687E0
6.343308800E-2,2.691925503E-2,9.712766647E0,1.558325738E-1,9.714053962E0
6.585897400E-2,1.495514158E-2,9.729516029E0,1.728814393E-1,9.731063344E0
6.828485900E-2,-3.768695518E-2,9.727123260E0,2.111666054E-1,9.729488094E0
7.071074500E-2,-1.118644550E-1,9.707980156E0,2.111666054E-1,9.710920847E0
7.313663000E-2,-1.549352705E-1,9.686445236E0,1.992024779E-1,9.689732085E0
7.556251500E-2,-1.238285750E-1,9.679266930E0,1.872383654E-1,9.681869655E0
7.798840100E-2,-9.511470050E-2,9.676874161E0,1.414756328E-1,9.678375674E0
8.041428600E-2,-8.315058798E-2,9.705587387E0,7.447660714E-2,9.706229305E0
8.284012000E-2,-3.290131316E-2,9.703194618E0,4.097708687E-2,9.703336922E0
8.526600500E-2,-1.136590727E-2,9.719944954E0,-9.272187948E-3,9.719956022E0
8.769189000E-2,-6.879365444E-2,9.693623543E0,-4.995017126E-2,9.693996337E0
9.011777600E-2,-8.075776696E-2,9.686445236E0,-1.097707376E-1,9.687403819E0
9.254366100E-2,-8.793623000E-2,9.700801849E0,-1.552343667E-1,9.702442322E0
9.496954700E-2,-9.511470050E-2,9.684052467E0,-1.887338907E-1,9.686358422E0
9.739543200E-2,-9.750752151E-2,9.691230774E0,-2.270190418E-1,9.694379778E0
9.982131700E-2,-7.118647546E-2,9.700801849E0,-2.389831543E-1,9.704006234E0
1.022472030E-1,-5.682953820E-2,9.693623543E0,-2.557329237E-1,9.697162797E0
1.046730880E-1,-6.640082598E-2,9.705587387E0,-2.485544533E-1,9.708996597E0
1.070989220E-1,-9.511470050E-2,9.674481392E0,-2.126621157E-1,9.677285889E0
1.095248070E-1,-9.990034252E-2,9.698409081E0,-1.983051747E-1,9.700950660E0
1.119506920E-1,-9.032905847E-2,9.696016312E0,-1.480558962E-1,9.697567334E0
1.143765780E-1,-9.511470050E-2,9.688838005E0,-1.193420291E-1,9.690039794E0
1.168024630E-1,-7.357929647E-2,9.698409081E0,-6.191428751E-2,9.698885812E0
1.192283490E-1,-7.357929647E-2,9.712766647E0,-2.602194622E-2,9.713080201E0
1.216542340E-1,-7.118647546E-2,9.703194618E0,1.465603895E-2,9.703466809E0
1.240801200E-1,-7.357929647E-2,9.688838005E0,3.140579537E-2,9.689168289E0
1.265060050E-1,-9.272187948E-2,9.698409081E0,7.208377868E-2,9.699120172E0
1.289318380E-1,-1.118644550E-1,9.698409081E0,8.644071966E-2,9.699439383E0
1.313577240E-1,-9.511470050E-2,9.722337723E0,1.007976532E-1,9.723325448E0
1.337836090E-1,-1.046859920E-1,9.700801849E0,9.361918271E-2,9.701818398E0
1.362094950E-1,-6.879365444E-2,9.696016312E0,8.883354068E-2,9.696667277E0
1.386353800E-1,-6.161518395E-2,9.691230774E0,7.686942816E-2,9.691731489E0
1.410612650E-1,-6.879365444E-2,9.700801849E0,6.011966988E-2,9.701232059E0
1.434871510E-1,-7.118647546E-2,9.700801849E0,1.944168471E-2,9.701082518E0
1.459130360E-1,-6.161518395E-2,9.693623543E0,-1.166501082E-2,9.693826380E0
1.483389220E-1,-9.032905847E-2,9.705587387E0,-5.952146277E-2,9.706190224E0
1.507648070E-1,-9.272187948E-2,9.700801849E0,-8.584251255E-2,9.701624751E0
1.531906920E-1,-9.750752151E-2,9.684052467E0,-1.217348501E-1,9.685308425E0
1.556165260E-1,-7.836493850E-2,9.688838005E0,-1.265204996E-1,9.689980928E0
1.580424110E-1,-1.022931710E-1,9.703194618E0,-1.313061416E-1,9.704622146E0
1.604682970E-1,-1.046859920E-1,9.700801849E0,-1.695913076E-1,9.702848906E0
1.628941820E-1,-7.836493850E-2,9.693623543E0,-1.648056656E-1,9.695341116E0
1.653200670E-1,-8.793623000E-2,9.703194618E0,-1.600200087E-1,9.704912415E0
1.677459530E-1,-8.075776696E-2,9.705587387E0,-1.528415531E-1,9.707126706E0
1.701718380E-1,-7.597211748E-2,9.703194618E0,-1.217348501E-1,9.704255610E0
1.725977240E-1,-9.750752151E-2,9.705587387E0,-1.049850956E-1,9.706644946E0
1.750236090E-1,-9.272187948E-2,9.705587387E0,-1.097707376E-1,9.706650992E0
1.774494950E-1,-9.750752151E-2,9.686445236E0,-6.909275055E-2,9.687182399E0
1.798753280E-1,-6.879365444E-2,9.691230774E0,-3.798605874E-2,9.691549382E0
1.823012130E-1,-7.118647546E-2,9.710372925E0,-2.602194622E-2,9.710668720E0
1.847270990E-1,-7.836493850E-2,9.691230774E0,2.991028305E-4,9.691547609E0
1.871529840E-1,-4.965107143E-2,9.684052467E0,2.183450572E-2,9.684204364E0
1.895788700E-1,-9.032905847E-2,9.688838005E0,3.858426586E-2,9.689335889E0
1.920047550E-1,-5.443671346E-2,9.686445236E0,4.336991161E-2,9.686695289E0
1.944306400E-1,-6.400800496E-2,9.715159416E0,3.619144112E-2,9.715437681E0
1.968565260E-1,-7.597211748E-2,9.717552185E0,4.097708687E-2,9.717935550E0
1.992824110E-1,-7.118647546E-2,9.719944954E0,3.140579537E-2,9.720256362E0
2.017082970E-1,-4.247260094E-2,9.703194618E0,2.662015148E-2,9.703324088E0
2.041341300E-1,-8.075776696E-2,9.715159416E0,-2.093719784E-3,9.715495288E0
2.065600150E-1,-1.094716340E-1,9.705587387E0,-1.645065658E-2,9.706218687E0
2.089859010E-1,-9.511470050E-2,9.700801849E0,-2.841476910E-2,9.701309743E0
2.114117860E-1,-8.075776696E-2,9.700801849E0,-5.234299600E-2,9.701279201E0
2.138376720E-1,-7.597211748E-2,9.696016312E0,-8.344969153E-2,9.696673034E0
2.162635570E-1,-7.597211748E-2,9.712766647E0,-9.062815458E-2,9.713486561E0
2.186894420E-1,-1.046859920E-1,9.707980156E0,-1.001994461E-1,9.709061633E0
2.211153280E-1,-1.070788130E-1,9.696016312E0,-1.001994461E-1,9.697125250E0
2.235412130E-1,-6.161518395E-2,9.698409081E0,-1.025922745E-1,9.699147401E0
2.259670990E-1,-8.075776696E-2,9.710372925E0,-1.025922745E-1,9.711250657E0
2.283929840E-1,-7.118647546E-2,9.703194618E0,-1.049850956E-1,9.704023659E0
2.308188170E-1,-6.879365444E-2,9.703194618E0,-1.121635586E-1,9.704086718E0
2.332447030E-1,-8.075776696E-2,9.715159416E0,-1.073779166E-1,9.716088427E0
2.356705880E-1,-1.070788130E-1,9.710372925E0,-9.780662507E-2,9.711455830E0
2.380964740E-1,-8.315058798E-2,9.703194618E0,-7.627122104E-2,9.703850634E0
2.405223590E-1,-8.315058798E-2,9.710372925E0,-5.473581702E-2,9.710883192E0
2.429482450E-1,-7.118647546E-2,9.696016312E0,-4.516452923E-2,9.696382813E0
2.453741300E-1,-8.793623000E-2,9.688838005E0,-1.645065658E-2,9.689251018E0
2.478000150E-1,-8.793623000E-2,9.700801849E0,-2.841476910E-2,9.701242018E0
2.502259010E-1,-6.879365444E-2,9.696016312E0,-9.272187948E-3,9.696264789E0
2.526517860E-1,-9.032905847E-2,9.707980156E0,-1.166501082E-2,9.708407394E0
2.550776720E-1,-7.597211748E-2,9.693623543E0,-1.884347759E-2,9.693939562E0
2.575035050E-1,-1.094716340E-1,9.717552185E0,9.870393202E-3,9.718173796E0
2.599293900E-1,-7.357929647E-2,9.710372925E0,7.477570791E-3,9.710654569E0
2.623552760E-1,-7.357929647E-2,9.686445236E0,-1.166501082E-2,9.686731714E0
2.647811610E-1,-8.793623000E-2,9.698409081E0,-3.320041299E-2,9.698864559E0
2.672070470E-1,-1.118644550E-1,9.696016312E0,-3.320041299E-2,9.696718426E0
2.696329320E-1,-9.511470050E-2,9.712766647E0,-5.712864175E-2,9.713400354E0
2.720588170E-1,-6.879365444E-2,9.693623543E0,-7.148557901E-2,9.694131222E0
2.744847030E-1,-1.022931710E-1,9.693623543E0,-7.866404206E-2,9.694482416E0
2.769105880E-1,-7.357929647E-2,9.727123260E0,-9.302098304E-2,9.727846305E0
2.793364740E-1,-6.640082598E-2,9.693623543E0,-9.541380405E-2,9.694320515E0
2.817623070E-1,-8.554340899E-2,9.715159416E0,-1.001994461E-1,9.716052701E0
2.841881920E-1,-7.357929647E-2,9.703194618E0,-9.062815458E-2,9.703896804E0
2.866140780E-1,-1.022931710E-1,9.696016312E0,-1.025922745E-1,9.697098606E0
2.890399630E-1,-8.793623000E-2,9.691230774E0,-1.001994461E-1,9.692147679E0
2.914658490E-1,-9.750752151E-2,9.698409081E0,-9.302098304E-2,9.699345303E0
2.938917340E-1,-7.597211748E-2,9.698409081E0,-8.823533356E-2,9.699107997E0
2.963176200E-1,-7.836493850E-2,9.696016312E0,-8.105687052E-2,9.696671779E0
2.987435050E-1,-9.750752151E-2,9.681659698E0,-7.387840003E-2,9.682432559E0
3.011693900E-1,-6.161518395E-2,9.700801849E0,-4.995017126E-2,9.701126119E0
3.035952240E-1,-6.161518395E-2,9.696016312E0,-4.277170449E-2,9.696306419E0
3.060211090E-1,-7.836493850E-2,9.698409081E0,-4.037888348E-2,9.698809732E0
3.084469950E-1,-6.400800496E-2,9.707980156E0,-2.841476910E-2,9.708232750E0
3.108728800E-1,-6.640082598E-2,9.722337723E0,-5.473581702E-2,9.722718543E0
3.132987650E-1,-8.554340899E-2,9.700801849E0,-3.080759197E-2,9.701227928E0
3.157246510E-1,-5.682953820E-2,9.705587387E0,-9.272187948E-3,9.705758193E0
3.181505360E-1,-5.443671346E-2,9.710372925E0,-9.272187948E-3,9.710529938E0
3.205764220E-1,-7.597211748E-2,9.715159416E0,-1.884347759E-2,9.715474735E0
3.230023070E-1,-7.836493850E-2,9.698409081E0,-2.362912335E-2,9.698754461E0
3.254281920E-1,-7.357929647E-2,9.693623543E0,-3.080759197E-2,9.693951744E0
3.278540780E-1,-8.554340899E-2,9.696016312E0,-3.559323773E-2,9.696458986E0
3.302799110E-1,-9.990034252E-2,9.688838005E0,-4.516452923E-2,9.689458282E0
3.327057970E-1,-1.166501045E-1,9.700801849E0,-4.516452923E-2,9.701608300E0
3.351316820E-1,-9.990034252E-2,9.700801849E0,-7.148557901E-2,9.701579603E0
3.375575670E-1,-5.204389244E-2,9.693623543E0,-3.798605874E-2,9.693837676E0
3.399834530E-1,-9.750752151E-2,9.688838005E0,-4.755735025E-2,9.689445356E0
3.424093380E-1,-1.142572835E-1,9.691230774E0,-6.430710852E-2,9.692117624E0
3.448352240E-1,-8.315058798E-2,9.693623543E0,-5.234299600E-2,9.694121476E0
3.472611090E-1,-9.272187948E-2,9.686445236E0,-4.277170449E-2,9.686983436E0
3.496869950E-1,-7.357929647E-2,9.698409081E0,-6.909275055E-2,9.698934293E0
3.521128800E-1,-7.118647546E-2,9.691230774E0,-6.430710852E-2,9.691705569E0
3.545387650E-1,-8.554340899E-2,9.707980156E0,-6.909275055E-2,9.708602896E0
3.569645990E-1,-6.161518395E-2,9.686445236E0,-4.995017126E-2,9.686769986E0
3.593904840E-1,-9.272187948E-2,9.700801849E0,-6.909275055E-2,9.701491003E0
3.618163700E-1,-9.750752151E-2,9.691230774E0,-5.952146277E-2,9.691904067E0
3.642422550E-1,-9.032905847E-2,9.662516594E0,-5.234299600E-2,9.663080568E0
3.666681400E-1,-1.094716340E-1,9.688838005E0,-6.430710852E-2,9.689669826E0
3.690940260E-1,-9.032905847E-2,9.693623543E0,-4.277170449E-2,9.694138752E0
3.715199110E-1,-8.075776696E-2,9.688838005E0,-3.080759197E-2,9.689223540E0
3.739457970E-1,-7.597211748E-2,9.696016312E0,-3.798605874E-2,9.696388349E0
3.763716820E-1,-8.554340899E-2,9.700801849E0,-4.995017126E-2,9.701307603E0
3.787975670E-1,-1.094716340E-1,9.710372925E0,-2.602194622E-2,9.711024844E0
3.812234010E-1,-9.750752151E-2,9.684052467E0,-3.798605874E-2,9.684617847E0
3.836492860E-1,-5.922235921E-2,9.688838005E0,-3.798605874E-2,9.689093462E0
3.860751720E-1,-8.554340899E-2,9.703194618E0,-5.712864175E-2,9.703739854E0
3.885010570E-1,-7.118647546E-2,9.681659698E0,-6.191428751E-2,9.682119366E0
3.909269420E-1,-9.990034252E-2,9.696016312E0,-4.755735025E-2,9.696647570E0
3.933528280E-1,-8.793623000E-2,9.717552185E0,-4.755735025E-2,9.718066420E0
3.957787130E-1,-9.272187948E-2,9.688838005E0,-6.669992954E-2,9.689511242E0
3.982045990E-1,-9.272187948E-2,9.710372925E0,-7.627122104E-2,9.711115126E0
4.006304840E-1,-6.400800496E-2,9.691230774E0,-5.473581702E-2,9.691596718E0
4.030563700E-1,-7.357929647E-2,9.698409081E0,-4.755735025E-2,9.698804788E0
4.054822030E-1,-9.990034252E-2,9.700801849E0,-6.191428751E-2,9.701513798E0
4.079080880E-1,-5.922235921E-2,9.681659698E0,-6.909275055E-2,9.682087358E0
4.103339740E-1,-7.836493850E-2,9.686445236E0,-5.952146277E-2,9.686945090E0
4.127598590E-1,-7.597211748E-2,9.700801849E0,-7.387840003E-2,9.701380639E0
4.151857450E-1,-5.204389244E-2,9.698409081E0,-6.909275055E-2,9.698794826E0
