"event","experiment time","system time","system time text"
"START",0.000000000E0,1733951344.665,"2024-12-11 23:09:04.665 UTC+02:00"
"PAUSE",6.002331461E1,1733951404.689,"2024-12-11 23:10:04.689 UTC+02:00"
